Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|G3UXM5|G3UXM5_MOUSE,4.53,152.89,222,200.582,1,0.9,2,6,1,TMT6plex,68834,Serine/threonine-protein kinase BRSK2 (Fragment) OS=Mus musculus GN=Brsk2 PE=1 SV=1
tr|G3UWV4|G3UWV4_MOUSE,4.53,152.89,222,200.582,1,0.9,2,6,1,TMT6plex,77778,Serine/threonine-protein kinase BRSK2 OS=Mus musculus GN=Brsk2 PE=1 SV=1
Q69Z98|BRSK2_MOUSE,4.53,152.89,222,200.582,1,0.9,2,6,1,TMT6plex,81734,Serine/threonine-protein kinase BRSK2 OS=Mus musculus GN=Brsk2 PE=1 SV=2
Q3UJU9|RMD3_MOUSE,2.07,152.89,279,306.843,1,1.1,4,2,1,TMT6plex,52029,Regulator of microtubule dynamics protein 3 OS=Mus musculus GN=Rmdn3 PE=1 SV=2
tr|A0A1W2P6P1|A0A1W2P6P1_MOUSE,3.78,152.77,2.01E+03,1.81E+03,1,0.9,15,4,3,TMT6plex,23214,Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Fragment) OS=Mus musculus GN=Sgta PE=1 SV=1
Q8BJU0|SGTA_MOUSE,3.78,152.77,2.01E+03,1.81E+03,1,0.9,10,4,3,TMT6plex,34322,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta PE=1 SV=2
Q9QUR6|PPCE_MOUSE,3.18,152.62,3.06E+03,2.51E+03,1,0.82,10,8,7,Carbamidomethylation; TMT6plex,80752,Prolyl endopeptidase OS=Mus musculus GN=Prep PE=1 SV=1
tr|E9Q1S3|E9Q1S3_MOUSE,4.4,152.59,1.66E+03,1.45E+03,1,0.87,3,5,3,TMT6plex,82956,Protein transport protein Sec23A OS=Mus musculus GN=Sec23a PE=1 SV=1
Q01405|SC23A_MOUSE,4.4,152.59,1.66E+03,1.45E+03,1,0.87,3,5,3,TMT6plex,86162,Protein transport protein Sec23A OS=Mus musculus GN=Sec23a PE=1 SV=2
Q99KC8|VMA5A_MOUSE,1.76,152.56,254,280.577,1,1.1,1,2,1,TMT6plex,87143,von Willebrand factor A domain-containing protein 5A OS=Mus musculus GN=Vwa5a PE=1 SV=2
Q9ERS2|NDUAD_MOUSE,3.59,152.55,6.53E+03,6.46E+03,1,0.99,35,6,5,TMT6plex,16860,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus GN=Ndufa13 PE=1 SV=3
Q8CIE6|COPA_MOUSE,0.99,152.54,1.62E+03,1.55E+03,1,0.96,3,8,3,TMT6plex,138432,Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=2
tr|F8WHL2|F8WHL2_MOUSE,0.99,152.54,1.62E+03,1.55E+03,1,0.96,3,8,3,TMT6plex,139410,Coatomer subunit alpha OS=Mus musculus GN=Copa PE=1 SV=1
tr|Q99JZ4|Q99JZ4_MOUSE,1.27,152.52,1.12E+03,1.25E+03,1,1.12,16,5,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),22399,GTP-binding protein SAR1a OS=Mus musculus GN=Sar1a PE=1 SV=1
tr|Q3TA40|Q3TA40_MOUSE,2.33,152.52,1.67E+03,1.38E+03,1,0.83,8,3,3,TMT6plex,45218,Putative uncharacterized protein OS=Mus musculus GN=6430548M08Rik PE=1 SV=1
Q8R0A7|K0513_MOUSE,2.33,152.52,1.67E+03,1.38E+03,1,0.83,8,3,3,TMT6plex,46318,Uncharacterized protein KIAA0513 OS=Mus musculus GN=Kiaa0513 PE=1 SV=1
Q9D2M8|UB2V2_MOUSE,0.69,152.45,5.17E+03,5.12E+03,1,0.99,5,7,1,TMT6plex,16367,Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=1 SV=4
E9PV24|FIBA_MOUSE,1.61,152.34,703,815.463,1,1.16,2,4,2,TMT6plex,87429,Fibrinogen alpha chain OS=Mus musculus GN=Fga PE=1 SV=1
P63040|CPLX1_MOUSE,3.21,152.08,1.60E+04,1.40E+04,1,0.87,25,5,2,TMT6plex; Oxidation (M),15122,Complexin-1 OS=Mus musculus GN=Cplx1 PE=1 SV=1
O55137|ACOT1_MOUSE,0.92,151.74,329,325.947,1,0.99,3,2,1,Carbamidomethylation; TMT6plex,46136,Acyl-coenzyme A thioesterase 1 OS=Mus musculus GN=Acot1 PE=1 SV=1
Q9D3D9|ATPD_MOUSE,1.42,151.68,2.06E+04,2.23E+04,1,1.08,34,5,4,TMT6plex,17600,ATP synthase subunit delta  mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1
Q3TDK6|ROGDI_MOUSE,2.3,151.57,2.92E+03,2.82E+03,1,0.97,17,5,5,Carbamidomethylation; TMT6plex,32100,Protein rogdi homolog OS=Mus musculus GN=Rogdi PE=1 SV=2
Q91XU3|PI42C_MOUSE,1.86,151.52,2.95E+03,3.04E+03,1,1.03,11,8,5,Carbamidomethylation; TMT6plex,47336,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Mus musculus GN=Pip4k2c PE=1 SV=1
Q99L43|CDS2_MOUSE,6.09,151.33,3.03E+03,2.11E+03,1,0.7,16,5,4,TMT6plex,51314,Phosphatidate cytidylyltransferase 2 OS=Mus musculus GN=Cds2 PE=1 SV=1
tr|A0A0G2JGP4|A0A0G2JGP4_MOUSE,2.86,151.3,279,315.201,1,1.13,8,7,1,Carbamidomethylation; TMT6plex,20586,GTPase NRas (Fragment) OS=Mus musculus GN=Nras PE=1 SV=1
tr|Q9D091|Q9D091_MOUSE,2.86,151.3,279,315.201,1,1.13,8,7,1,Carbamidomethylation; TMT6plex,21243,GTPase NRas OS=Mus musculus GN=Nras PE=1 SV=1
P08556|RASN_MOUSE,2.86,151.3,279,315.201,1,1.13,8,7,1,Carbamidomethylation; TMT6plex,21199,GTPase NRas OS=Mus musculus GN=Nras PE=1 SV=1
Q505F5|LRC47_MOUSE,0.88,151.24,1.07E+03,980.227,1,0.92,2,2,1,TMT6plex,63590,Leucine-rich repeat-containing protein 47 OS=Mus musculus GN=Lrrc47 PE=1 SV=1
tr|E9PV22|E9PV22_MOUSE,0.88,151.24,1.07E+03,980.227,1,0.92,2,2,1,TMT6plex,65904,Leucine-rich repeat-containing protein 47 OS=Mus musculus GN=Lrrc47 PE=1 SV=1
Q3UQ44|IQGA2_MOUSE,2.85,151.07,215,244.161,1,1.14,0,8,1,TMT6plex,180527,Ras GTPase-activating-like protein IQGAP2 OS=Mus musculus GN=Iqgap2 PE=1 SV=2
P61082|UBC12_MOUSE,1.85,150.95,6.46E+03,6.98E+03,1,1.08,32,8,6,Carbamidomethylation; TMT6plex,20900,NEDD8-conjugating enzyme Ubc12 OS=Mus musculus GN=Ube2m PE=1 SV=1
Q9CZS1|AL1B1_MOUSE,3.73,150.91,1.94E+03,1.49E+03,1,0.77,10,9,4,Carbamidomethylation; TMT6plex,57553,Aldehyde dehydrogenase X  mitochondrial OS=Mus musculus GN=Aldh1b1 PE=1 SV=1
P99028|QCR6_MOUSE,3.57,150.85,1.09E+04,1.07E+04,1,0.98,52,4,4,Carbamidomethylation; TMT6plex,10435,Cytochrome b-c1 complex subunit 6  mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2
Q9CQW1|YKT6_MOUSE,2.33,150.83,2.60E+03,2.13E+03,1,0.82,22,5,4,TMT6plex,22314,Synaptobrevin homolog YKT6 OS=Mus musculus GN=Ykt6 PE=1 SV=1
Q9CY58|PAIRB_MOUSE,3.75,150.81,2.44E+03,1.90E+03,1,0.78,5,4,3,TMT6plex,44714,Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2
tr|A0A0R4J0A6|A0A0R4J0A6_MOUSE,2.63,150.66,291,341.468,1,1.17,1,4,1,TMT6plex,64560,Solute carrier family 17 (Sodium-dependent inorganic phosphate cotransporter)  member 6  isoform CRA_a OS=Mus musculus GN=Slc17a6 PE=1 SV=1
Q8BLE7|VGLU2_MOUSE,2.63,150.66,291,341.468,1,1.17,1,4,1,TMT6plex,64561,Vesicular glutamate transporter 2 OS=Mus musculus GN=Slc17a6 PE=1 SV=1
Q8K354|CBR3_MOUSE,1.74,150.66,1.64E+03,1.62E+03,1,0.99,13,5,3,Carbamidomethylation; TMT6plex,30953,Carbonyl reductase [NADPH] 3 OS=Mus musculus GN=Cbr3 PE=1 SV=1
P27661|H2AX_MOUSE,11.5,150.29,1.20E+03,1.64E+03,1,1.37,17,6,2,TMT6plex,15143,Histone H2AX OS=Mus musculus GN=H2afx PE=1 SV=2
Q9WV02|RBMX_MOUSE,3.78,150.03,5.32E+03,4.10E+03,1,0.77,18,9,7,TMT6plex,42301,RNA-binding motif protein  X chromosome OS=Mus musculus GN=Rbmx PE=1 SV=1
O35841|API5_MOUSE,0.9,149.7,1.50E+03,1.54E+03,1,1.03,7,5,4,TMT6plex,56785,Apoptosis inhibitor 5 OS=Mus musculus GN=Api5 PE=1 SV=2
P56812|PDCD5_MOUSE,3.16,149.67,4.91E+03,3.92E+03,1,0.8,33,6,4,TMT6plex,14275,Programmed cell death protein 5 OS=Mus musculus GN=Pdcd5 PE=1 SV=3
Q3UHB1|NT5D3_MOUSE,0.87,149.65,5.26E+03,5.02E+03,1,0.96,10,6,5,TMT6plex; Deamidation (NQ),63171,5'-nucleotidase domain-containing protein 3 OS=Mus musculus GN=Nt5dc3 PE=1 SV=1
P15209|NTRK2_MOUSE,0.89,149.51,1.10E+03,1.25E+03,1,1.14,1,3,1,TMT6plex,92133,BDNF/NT-3 growth factors receptor OS=Mus musculus GN=Ntrk2 PE=1 SV=1
Q9JM52|MINK1_MOUSE,1.69,149.45,1.44E+03,1.24E+03,1,0.87,3,9,3,TMT6plex,147294,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=3
tr|G3X9G2|G3X9G2_MOUSE,1.69,149.45,1.44E+03,1.24E+03,1,0.87,3,9,3,TMT6plex,151223,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=1
Q9Z204|HNRPC_MOUSE,3.4,149.33,7.79E+03,7.34E+03,1,0.94,25,7,7,TMT6plex,34385,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=1 SV=1
Q62425|NDUA4_MOUSE,8.81,149.31,1.61E+04,2.31E+04,1,1.44,56,6,6,TMT6plex,9327,Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2
P35762|CD81_MOUSE,2.06,149.24,5.09E+03,4.41E+03,1,0.87,28,4,4,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),25815,CD81 antigen OS=Mus musculus GN=Cd81 PE=1 SV=2
P43274|H14_MOUSE,6.37,149.24,2.85E+03,1.97E+03,1,0.69,5,4,1,TMT6plex,21977,Histone H1.4 OS=Mus musculus GN=Hist1h1e PE=1 SV=2
Q01065|PDE1B_MOUSE,0.46,149.02,253,259.683,1,1.03,1,2,1,TMT6plex,61226,Calcium/calmodulin-dependent 3' 5'-cyclic nucleotide phosphodiesterase 1B OS=Mus musculus GN=Pde1b PE=1 SV=2
Q64442|DHSO_MOUSE,0.94,149.01,2.15E+03,2.03E+03,1,0.95,14,6,5,Carbamidomethylation; TMT6plex,38249,Sorbitol dehydrogenase OS=Mus musculus GN=Sord PE=1 SV=3
Q9WVJ2|PSD13_MOUSE,2.25,148.89,5.93E+03,6.12E+03,1,1.03,20,10,8,Carbamidomethylation; TMT6plex,42809,26S proteasome non-ATPase regulatory subunit 13 OS=Mus musculus GN=Psmd13 PE=1 SV=1
P24472|GSTA4_MOUSE,2.06,148.81,6.91E+03,7.43E+03,1,1.08,16,6,4,TMT6plex,25564,Glutathione S-transferase A4 OS=Mus musculus GN=Gsta4 PE=1 SV=3
Q01097|NMDE2_MOUSE,2.13,148.55,1.55E+03,1.31E+03,1,0.84,2,11,4,TMT6plex,165958,Glutamate receptor ionotropic  NMDA 2B OS=Mus musculus GN=Grin2b PE=1 SV=3
tr|G3X9V4|G3X9V4_MOUSE,2.13,148.55,1.55E+03,1.31E+03,1,0.84,2,11,4,TMT6plex,165992,Glutamate receptor ionotropic  NMDA 2B OS=Mus musculus GN=Grin2b PE=1 SV=1
Q9CYG7|TOM34_MOUSE,1.28,148.53,2.60E+03,2.57E+03,1,0.99,22,6,6,Carbamidomethylation; TMT6plex,34278,Mitochondrial import receptor subunit TOM34 OS=Mus musculus GN=Tomm34 PE=1 SV=1
P63037|DNJA1_MOUSE,1.26,148.44,2.94E+03,2.68E+03,1,0.91,9,5,3,TMT6plex,44868,DnaJ homolog subfamily A member 1 OS=Mus musculus GN=Dnaja1 PE=1 SV=1
Q6NZL0|SOGA3_MOUSE,1.97,148.37,2.04E+03,1.86E+03,1,0.91,4,5,4,TMT6plex,103480,Protein SOGA3 OS=Mus musculus GN=Soga3 PE=1 SV=2
P61087|UBE2K_MOUSE,4.07,148.28,380,236.401,1,0.62,8,4,1,TMT6plex,22407,Ubiquitin-conjugating enzyme E2 K OS=Mus musculus GN=Ube2k PE=1 SV=3
P32020|NLTP_MOUSE,1.24,148.1,4.98E+03,5.44E+03,1,1.09,10,5,5,Carbamidomethylation; TMT6plex,59126,Non-specific lipid-transfer protein OS=Mus musculus GN=Scp2 PE=1 SV=3
Q9R1P1|PSB3_MOUSE,3.81,148.07,1.20E+03,1.57E+03,1,1.3,11,2,2,TMT6plex,22965,Proteasome subunit beta type-3 OS=Mus musculus GN=Psmb3 PE=1 SV=1
Q68FH0|PKP4_MOUSE,8.08,148.06,862,504.441,1,0.59,1,5,2,TMT6plex,131551,Plakophilin-4 OS=Mus musculus GN=Pkp4 PE=1 SV=1
Q9D1T0|LIGO1_MOUSE,4.4,148.02,1.63E+03,1.36E+03,1,0.83,11,7,4,Carbamidomethylation; TMT6plex,69101,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Mus musculus GN=Lingo1 PE=1 SV=1
tr|A9DA50|A9DA50_MOUSE,4.4,148.02,1.63E+03,1.36E+03,1,0.83,10,7,4,Carbamidomethylation; TMT6plex,69832,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Mus musculus GN=Lingo1 PE=1 SV=1
P61759|PFD3_MOUSE,2.29,147.97,1.88E+03,2.06E+03,1,1.09,23,5,4,Carbamidomethylation; TMT6plex,22436,Prefoldin subunit 3 OS=Mus musculus GN=Vbp1 PE=1 SV=2
P58389|PTPA_MOUSE,0.42,147.97,5.72E+03,5.53E+03,1,0.97,24,9,7,TMT6plex,36710,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ptpa PE=1 SV=1
Q9WV98|TIM9_MOUSE,2.51,147.94,1.51E+04,1.33E+04,1,0.88,65,5,5,Carbamidomethylation; TMT6plex,10344,Mitochondrial import inner membrane translocase subunit Tim9 OS=Mus musculus GN=Timm9 PE=1 SV=1
Q99LY9|NDUS5_MOUSE,5,147.92,2.64E+03,2.90E+03,1,1.1,35,3,3,Carbamidomethylation; TMT6plex,12648,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Mus musculus GN=Ndufs5 PE=1 SV=3
tr|Q3TPJ8|Q3TPJ8_MOUSE,2.33,147.88,3.35E+03,2.87E+03,1,0.86,6,6,4,TMT6plex,70613,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1
tr|A2BFF9|A2BFF9_MOUSE,2.33,147.88,3.35E+03,2.87E+03,1,0.86,5,6,4,TMT6plex,71424,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1
tr|A2BFF5|A2BFF5_MOUSE,2.33,147.88,3.35E+03,2.87E+03,1,0.86,5,6,4,TMT6plex,71296,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=1 SV=1
Q9QZM0|UBQL2_MOUSE,3.6,147.83,700,608.911,1,0.87,2,5,1,TMT6plex; Oxidation (M),67351,Ubiquilin-2 OS=Mus musculus GN=Ubqln2 PE=1 SV=2
Q9CQC7|NDUB4_MOUSE,4.43,147.65,3.95E+03,4.66E+03,1,1.18,42,4,4,TMT6plex; Deamidation (NQ),15081,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Mus musculus GN=Ndufb4 PE=1 SV=3
tr|F8WHM5|F8WHM5_MOUSE,2.16,147.53,2.05E+03,1.91E+03,1,0.93,4,10,5,Carbamidomethylation; TMT6plex,132351,Golgi apparatus protein 1 (Fragment) OS=Mus musculus GN=Glg1 PE=1 SV=1
Q61543|GSLG1_MOUSE,2.16,147.53,2.05E+03,1.91E+03,1,0.93,4,10,5,Carbamidomethylation; TMT6plex,133734,Golgi apparatus protein 1 OS=Mus musculus GN=Glg1 PE=1 SV=1
P47740|AL3A2_MOUSE,2.42,147.5,1.76E+03,1.57E+03,1,0.89,10,10,4,TMT6plex,53971,Fatty aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=2
tr|B1AV77|B1AV77_MOUSE,2.42,147.5,1.76E+03,1.57E+03,1,0.89,10,10,4,TMT6plex,54330,Aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=1
tr|B1ATI0|B1ATI0_MOUSE,2.42,147.5,1.76E+03,1.57E+03,1,0.89,9,10,4,TMT6plex,59277,Aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=1
P00405|COX2_MOUSE,5.73,147.44,3.93E+04,4.05E+04,1,1.03,24,7,6,TMT6plex; Oxidation (M),25976,Cytochrome c oxidase subunit 2 OS=Mus musculus GN=Mtco2 PE=1 SV=1
P57759|ERP29_MOUSE,3.22,147.25,3.20E+03,2.59E+03,1,0.81,15,6,4,TMT6plex,28823,Endoplasmic reticulum resident protein 29 OS=Mus musculus GN=Erp29 PE=1 SV=2
Q99JP7|GGT7_MOUSE,0.88,147.23,967,945.006,1,0.98,6,4,3,TMT6plex,70252,Gamma-glutamyltransferase 7 OS=Mus musculus GN=Ggt7 PE=1 SV=2
P62082|RS7_MOUSE,2.49,147.21,7.34E+03,6.36E+03,1,0.87,26,4,4,TMT6plex,22127,40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1
tr|B7ZCU2|B7ZCU2_MOUSE,0.78,147.09,317,282.368,1,0.89,4,6,1,Carbamidomethylation; TMT6plex,43174,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU5|B7ZCU5_MOUSE,0.78,147.09,317,282.368,1,0.89,4,6,1,Carbamidomethylation; TMT6plex,46252,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU4|B7ZCU4_MOUSE,0.78,147.09,317,282.368,1,0.89,3,6,1,Carbamidomethylation; TMT6plex,49139,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU3|B7ZCU3_MOUSE,0.78,147.09,317,282.368,1,0.89,3,6,1,Carbamidomethylation; TMT6plex,49210,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU0|B7ZCU0_MOUSE,0.78,147.09,317,282.368,1,0.89,3,6,1,Carbamidomethylation; TMT6plex,52217,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|J3QNK8|J3QNK8_MOUSE,0.78,147.09,317,282.368,1,0.89,3,6,1,Carbamidomethylation; TMT6plex,52346,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
Q8CBW3|ABI1_MOUSE,0.78,147.09,317,282.368,1,0.89,3,6,1,Carbamidomethylation; TMT6plex,52288,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3
Q91YD9|WASL_MOUSE,4.44,147.07,544,789.197,1,1.45,3,3,2,TMT6plex,54274,Neural Wiskott-Aldrich syndrome protein OS=Mus musculus GN=Wasl PE=1 SV=1
tr|V9GWT6|V9GWT6_MOUSE,0.94,147.03,767,829.194,1,1.08,2,9,2,TMT6plex,108848,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1
tr|V9GXH3|V9GXH3_MOUSE,0.94,147.03,767,829.194,1,1.08,2,9,2,TMT6plex,113975,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1
tr|F8VPM7|F8VPM7_MOUSE,0.94,147.03,767,829.194,1,1.08,2,9,2,TMT6plex,128330,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1
Q99MI1|RB6I2_MOUSE,0.94,147.03,767,829.194,1,1.08,2,9,2,TMT6plex,128330,ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus GN=Erc1 PE=1 SV=1
P56395|CYB5_MOUSE,1.56,146.94,621,596.375,1,0.96,22,3,2,TMT6plex,15241,Cytochrome b5 OS=Mus musculus GN=Cyb5a PE=1 SV=2
tr|G3X972|G3X972_MOUSE,2.85,146.87,394,291.919,1,0.74,1,3,1,TMT6plex,118581,SEC24 related gene family  member C (S. cerevisiae)  isoform CRA_a OS=Mus musculus GN=Sec24c PE=1 SV=1
P63168|DYL1_MOUSE,1.81,146.84,2.48E+03,2.23E+03,1,0.9,33,7,2,Carbamidomethylation; TMT6plex,10366,Dynein light chain 1  cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1
tr|A0A1L1SVK0|A0A1L1SVK0_MOUSE,1.19,146.8,1.16E+04,1.26E+04,1,1.09,22,6,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),22056,Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Mus musculus GN=Pafah1b2 PE=1 SV=1
Q61206|PA1B2_MOUSE,1.19,146.8,1.16E+04,1.26E+04,1,1.09,19,6,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),25581,Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus GN=Pafah1b2 PE=1 SV=2
Q91YM2|RHG35_MOUSE,1.49,146.71,1.16E+03,1.22E+03,1,1.05,2,7,4,TMT6plex,170392,Rho GTPase-activating protein 35 OS=Mus musculus GN=Arhgap35 PE=1 SV=3
Q9DB73|NB5R1_MOUSE,3.98,146.67,406,530.111,1,1.31,4,2,1,TMT6plex,34135,NADH-cytochrome b5 reductase 1 OS=Mus musculus GN=Cyb5r1 PE=1 SV=1
Q8C854|MYEF2_MOUSE,2.49,146.56,697,574.884,1,0.82,4,2,2,Carbamidomethylation; TMT6plex,63295,Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1
tr|A2ATP6|A2ATP6_MOUSE,2.49,146.56,697,574.884,1,0.82,4,2,2,Carbamidomethylation; TMT6plex,61104,Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=2
tr|A2ATP5|A2ATP5_MOUSE,2.49,146.56,697,574.884,1,0.82,4,2,2,Carbamidomethylation; TMT6plex,59543,Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1
Q62426|CYTB_MOUSE,2.3,146.49,4.66E+03,4.02E+03,1,0.86,40,6,3,TMT6plex,11046,Cystatin-B OS=Mus musculus GN=Cstb PE=1 SV=1
P62838|UB2D2_MOUSE,1.65,146.39,968,788.003,1,0.81,5,4,1,TMT6plex,16735,Ubiquitin-conjugating enzyme E2 D2 OS=Mus musculus GN=Ube2d2 PE=1 SV=1
P37804|TAGL_MOUSE,2.18,146.37,1.86E+03,1.91E+03,1,1.03,22,5,4,TMT6plex,22576,Transgelin OS=Mus musculus GN=Tagln PE=1 SV=3
Q60692|PSB6_MOUSE,1.33,146.25,4.60E+03,4.16E+03,1,0.9,22,5,5,Carbamidomethylation; TMT6plex,25379,Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3
P62900|RL31_MOUSE,7.33,146.09,5.23E+03,4.00E+03,1,0.77,37,5,5,TMT6plex,14463,60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=1 SV=1
Q61166|MARE1_MOUSE,1.81,146.06,4.47E+03,4.10E+03,1,0.92,21,7,5,TMT6plex,30016,Microtubule-associated protein RP/EB family member 1 OS=Mus musculus GN=Mapre1 PE=1 SV=3
Q922Q1|MARC2_MOUSE,1.08,145.86,3.61E+03,3.66E+03,1,1.01,14,8,5,Carbamidomethylation; TMT6plex,38194,Mitochondrial amidoxime reducing component 2 OS=Mus musculus GN=Marc2 PE=1 SV=1
P22599|A1AT2_MOUSE,1.46,145.62,1.04E+03,1.28E+03,1,1.22,2,5,1,TMT6plex,45975,Alpha-1-antitrypsin 1-2 OS=Mus musculus GN=Serpina1b PE=1 SV=2
P28650|PURA1_MOUSE,2.91,145.56,485,336.692,1,0.69,4,1,1,TMT6plex,50254,Adenylosuccinate synthetase isozyme 1 OS=Mus musculus GN=Adssl1 PE=1 SV=2
tr|E9QAT0|E9QAT0_MOUSE,0.92,145.43,1.47E+03,1.46E+03,1,1,8,6,4,TMT6plex; Deamidation (NQ),66170,Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1
tr|D3Z6U8|D3Z6U8_MOUSE,0.92,145.43,1.47E+03,1.46E+03,1,1,8,6,4,TMT6plex; Deamidation (NQ),66532,Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1
tr|E9QNF5|E9QNF5_MOUSE,0.92,145.43,1.47E+03,1.46E+03,1,1,8,6,4,TMT6plex; Deamidation (NQ),66717,Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1
P35922|FMR1_MOUSE,0.92,145.43,1.47E+03,1.46E+03,1,1,8,6,4,TMT6plex; Deamidation (NQ),68989,Synaptic functional regulator FMR1 OS=Mus musculus GN=Fmr1 PE=1 SV=1
tr|Q6AXB7|Q6AXB7_MOUSE,0.92,145.43,1.47E+03,1.46E+03,1,1,8,6,4,TMT6plex; Deamidation (NQ),68890,Fragile X mental retardation syndrome 1 homolog OS=Mus musculus GN=Fmr1 PE=1 SV=1
Q91X72|HEMO_MOUSE,3.76,145.4,2.57E+03,3.37E+03,1,1.31,13,10,7,Carbamidomethylation; TMT6plex,51318,Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2
Q3USB7|PLCL1_MOUSE,3.51,145.26,2.12E+03,1.69E+03,1,0.8,4,3,3,TMT6plex,122673,Inactive phospholipase C-like protein 1 OS=Mus musculus GN=Plcl1 PE=1 SV=3
Q8R0F8|FAHD1_MOUSE,5.2,145.2,266,409.523,1,1.54,6,1,1,TMT6plex,25172,Acylpyruvase FAHD1  mitochondrial OS=Mus musculus GN=Fahd1 PE=1 SV=2
Q8R0W0|EPIPL_MOUSE,1.54,145.17,304,374.898,1,1.23,0,4,1,TMT6plex,724747,Epiplakin OS=Mus musculus GN=Eppk1 PE=1 SV=2
P59325|IF5_MOUSE,1.24,145.07,3.63E+03,3.36E+03,1,0.93,17,7,7,Carbamidomethylation; TMT6plex; Deamidation (NQ),48968,Eukaryotic translation initiation factor 5 OS=Mus musculus GN=Eif5 PE=1 SV=1
P35979|RL12_MOUSE,2.55,145.01,1.98E+03,1.66E+03,1,0.83,24,5,3,Carbamidomethylation; TMT6plex,17805,60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2
Q91VR8|BRK1_MOUSE,3.54,144.95,3.36E+03,2.64E+03,1,0.79,48,6,5,TMT6plex,8761,Protein BRICK1 OS=Mus musculus GN=Brk1 PE=1 SV=1
