Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Mtch2,Q791V5;A2AFW6;Q9D050,Mitochondrial carrier homolog 2,0.612327,1.66909,nonsig,27.7154,27.6838,27.7748,27.1697,28.0164,28.2089,27.8643,28.7507,27.4832,27.5869,27.6852,27.6357
Picalm,Q7M6Y3,Phosphatidylinositol-binding clathrin assembly protein,-0.145471,0.318835,nonsig,27.1686,27.3614,27.6462,27.1672,27.726,27.504,27.8349,27.5777,27.4989,27.5849,28.2926,27.848
Ndufa12,Q7TMF3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,0.217726,0.850068,nonsig,29.9173,29.8217,29.4347,29.9431,29.9994,29.4456,29.7517,29.8896,29.5678,29.6742,29.519,29.4545
Tubb2b;Tubb2a,Q9CWF2;Q7TMM9,Tubulin beta-2B chain;Tubulin beta-2A chain,-1.17992,0.666548,nonsig,27.3771,27.6726,27.6199,27.5363,27.2038,23.942,27.2791,27.1671,27.7686,26.8722,27.8408,27.8301
Abcg2,S4R2E1;Q7TMS5;D3Z150,ATP-binding cassette sub-family G member 2,0.708554,1.28515,nonsig,27.1039,26.3063,27.1278,26.5799,27.3751,27.2225,27.2909,27.3059,26.6891,25.747,27.0612,26.8629
,Q7TNE1,CaiB/baiF CoA-transferase family protein C7orf10 homolog,-0.134422,0.196849,nonsig,25.8386,26.2032,26.2396,26.5892,27.0277,27,26.9221,27.2949,26.5405,27.2691,27.7933,27.1795
Ldhd,Q7TNG8,"Probable D-lactate dehydrogenase, mitochondrial",-0.19039,0.639148,nonsig,31.3466,30.9584,31.1439,31.2565,32.2236,32.5691,32.5214,32.7385,32.7575,32.8607,32.4315,32.7645
Dek,Q7TNV0,Protein DEK,0.194931,0.29661,nonsig,26.6375,25.8243,26.5381,26.726,26.5875,26.7917,26.7418,25.9375,26.6253,26.5272,26.3573,25.7689
Thnsl2,Q80W22,Threonine synthase-like 2,-0.147982,0.242541,nonsig,28.7571,28.8984,28.3531,28.7648,28.5561,27.9162,28.3044,28.2471,28.102,28.1866,28.3064,29.0207
Flnb,Q80X90,Filamin-B,-0.276297,1.24115,nonsig,28.9973,28.8254,28.963,29.1795,29.237,29.1959,28.8351,29.1662,29.3145,29.4635,29.2178,29.5436
Acad11,Q80XL6;D3YTQ5,Acyl-CoA dehydrogenase family member 11,0.484206,1.30728,nonsig,27.2831,26.9149,27.2415,27.7681,28.1563,28.9081,28.2686,28.1227,27.7115,27.85,28.0513,27.9061
Bdh1,Q80XN0;D3Z2Y8,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",0.298421,0.880664,nonsig,28.8227,28.1815,27.9395,28.757,28.598,28.4901,28.7395,28.7098,28.4963,28.0627,28.0719,28.7128
Glrx5,Q80Y14,"Glutaredoxin-related protein 5, mitochondrial",0.0646806,0.0796722,nonsig,27.9954,27.9578,26.9634,27.6105,27.1748,26.9944,27.1158,27.2345,27.5196,26.9141,26.3133,27.5139
Tufm;Gm9755,Q8BFR5;D3YVN7,"Elongation factor Tu, mitochondrial;Elongation factor Tu",0.170916,0.763719,nonsig,31.5959,31.4105,31.1195,31.4265,31.5518,31.629,31.4821,31.2531,31.4144,31.3519,31.0868,31.3791
Lpp,Q8BFW7,Lipoma-preferred partner homolog,-0.130254,0.174042,nonsig,27.0698,27.178,26.3151,27.4741,27.3622,27.2915,26.9949,27.6353,27.9542,27.2858,26.7982,27.7667
Actbl2,Q8BFZ3,Beta-actin-like protein 2,0.394863,0.103868,nonsig,25.4104,24.2778,25.8401,27.5619,28.2566,24.6541,29.1072,24.7982,27.5647,25.0838,24.8111,27.7772
Erlin2,Q8BFZ9,Erlin-2,0.127006,0.284417,nonsig,26.7681,26.775,26.8428,26.9213,26.7884,26.312,27.0122,26.8755,26.4018,26.7964,26.4732,26.8087
Psmd11,Q8BG32;G3UYH2,26S proteasome non-ATPase regulatory subunit 11,-0.0530119,0.111512,nonsig,26.2022,26.622,26.4089,26.3386,26.4314,26.5701,25.8885,26.2353,26.0902,26.3542,26.5575,26.3353
Acsm5,Q8BGA8,"Acyl-coenzyme A synthetase ACSM5, mitochondrial",0.482868,1.55237,nonsig,27.0879,27.0883,26.9444,27.033,27.2214,27.4815,27.2672,27.3971,26.9646,26.5079,27.2366,26.7268
Zadh2,Q8BGC4,Zinc-binding alcohol dehydrogenase domain-containing protein 2,0.215305,0.385784,nonsig,26.1097,26.887,25.5596,26.1026,26.4459,26.9626,26.2137,26.4509,25.9256,26.5829,26.6587,26.0447
Coa6,Q8BGD8,Cytochrome c oxidase assembly factor 6 homolog,0.640514,0.686178,nonsig,25.5007,24.7761,24.9705,25.3538,24.9923,25.781,24.7117,25.0531,23.8822,25.572,24.5609,23.9611
Eif4b,Q8BGD9,Eukaryotic translation initiation factor 4B,-0.190322,0.562495,nonsig,27.8303,27.3849,27.6074,28.2095,27.7,27.4548,27.8202,27.8941,27.8624,27.8286,27.6758,28.2635
Ptbp1,Q8BGJ5;Q922I7;Q8CB58;P17225;E9QMW9,Polypyrimidine tract-binding protein 1,-0.192651,0.320909,nonsig,28.4528,28.9961,28.7359,29.1361,28.8208,28.069,28.979,28.9044,28.7821,28.5547,28.9821,29.2249
Aars,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic",-0.016511,0.0256799,nonsig,24.4612,25.6138,25.8124,26.1705,26.018,25.7777,25.208,26.1857,25.7223,25.8739,25.7285,25.9308
Bola2,Q8BGS2,BolA-like protein 2,-0.587188,0.500209,nonsig,25.82,24.0456,24.4804,26.3979,26.3575,24.1081,26.1424,26.2126,26.1605,26.2898,26.2951,26.4239
Aldh8a1,Q8BH00,Aldehyde dehydrogenase family 8 member A1,-0.0454941,0.142804,nonsig,30.8027,30.8077,30.9466,30.938,30.8162,30.812,31.0379,30.9521,30.8086,30.7233,31.1365,31.1317
Slc25a12,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,0.197,0.292394,nonsig,25.9839,25.6549,25.6854,26.4481,26.645,26.3868,25.8709,26.887,26.3584,25.8672,26.0839,26.6923
Echs1,Q8BH95;F6T930,"Enoyl-CoA hydratase, mitochondrial",0.162697,0.526093,nonsig,31.1198,30.9925,30.5492,30.7796,31.0184,31.3262,30.9662,30.8686,30.9638,31.1299,30.667,30.768
Ganab,Q8BHN3,Neutral alpha-glucosidase AB,0.120004,0.369485,nonsig,27.5461,27.4191,28.1998,27.8734,27.6355,27.7186,27.7771,27.625,27.5319,27.8394,27.2065,27.6985
Iars2,Q8BIJ6;E9PWN2,"Isoleucine--tRNA ligase, mitochondrial",-0.134455,0.106086,nonsig,27.2883,27.9526,27.058,27.58,27.7997,26.498,27.768,27.3392,27.874,26.4263,27.7206,27.9218
Chdh,Q8BJ64,"Choline dehydrogenase, mitochondrial",0.182547,0.474434,nonsig,29.3863,28.6483,28.5899,28.9621,29.4226,29.0095,29.2283,29.0685,29.122,29.034,28.5796,29.2632
Sgta,Q8BJU0,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,-1.39793,1.96705,sig,24.1635,24.9518,25.3721,23.665,23.6461,24.2663,22.8425,23.2724,25.0738,25.1576,25.19,24.1976
Psmd5,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5,-0.426663,0.392214,nonsig,25.5111,25.1623,25.0524,25.4582,25.4106,23.4413,25.4658,25.0206,25.2093,25.305,25.173,25.3578
Ndufv3,Q8BK30,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",0.384175,0.139488,nonsig,27.4658,27.6572,26.7085,27.8163,26.9928,24.3035,25.9522,26.2731,27.3694,23.5736,24.5294,26.5125
Pdhx,Q8BKZ9,"Pyruvate dehydrogenase protein X component, mitochondrial",0.22149,0.782613,nonsig,27.481,27.9693,27.3521,27.6773,27.9699,27.6455,27.8782,27.5928,27.3933,27.7965,27.3509,27.6597
Eea1,Q8BL66,Early endosome antigen 1,-0.0752845,0.191202,nonsig,26.1372,25.5409,25.8744,26.1445,26.2843,26.2631,25.9727,26.0274,26.518,26.091,25.9131,26.3265
Nceh1,Q8BLF1,Neutral cholesterol ester hydrolase 1,1.68789,0.644047,sig,24.0786,26.6081,26.913,24.2818,26.8301,27.1053,23.8119,28.1568,24.2323,24.3983,27.2002,23.3217
Atp6v1g3,Q8BMC1,V-type proton ATPase subunit G 3,0.352953,1.17467,nonsig,27.1533,26.911,27.2771,27.239,26.7255,26.7774,27.1329,26.9809,26.9162,26.3476,26.4174,26.5237
Dlat,Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",-0.10994,0.114206,nonsig,28.9665,30.4731,29.7285,28.8958,29.5546,28.998,29.2527,29.7124,29.1961,29.0166,30.4321,29.3125
Hadha,Q8BMS1,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",0.17671,1.09955,nonsig,31.4861,32.2483,31.5785,31.8446,31.8088,31.6946,31.6692,31.9626,31.5435,31.5197,31.7438,31.6213
Coq3,Q8BMS4,"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial",-0.861499,1.04101,nonsig,23.7366,24.0511,24.1864,24.9527,24.109,23.2556,24.2298,23.4494,24.3147,24.3058,25.6824,24.1869
Acp6,Q8BP40,Lysophosphatidic acid phosphatase type 6,-0.244164,0.19279,nonsig,23.8976,23.7418,25.4716,25.9321,24.1705,25.718,25.0756,24.3403,24.4336,25.3211,24.5876,25.9388
Nars,Q8BP47,"Asparagine--tRNA ligase, cytoplasmic",-0.0830159,0.0607105,nonsig,26.1486,25.8943,25.9393,25.897,26.3228,25.0725,26.4888,25.4995,26.5701,24.9998,25.8081,26.3376
Rpl24,Q8BP67,60S ribosomal protein L24,0.237647,0.424864,nonsig,25.6386,26.7045,25.922,24.5991,25.154,25.2451,24.7719,24.4782,24.1658,24.9444,24.8378,24.7507
Svs2,Q8BS30,,-3.83223,1.58662,sig,23.1986,23.3165,24.1027,24.3109,23.5959,23.1564,23.5673,23.456,27.7542,27.6132,23.74,29.9971
Cep55,Q8BT07,Centrosomal protein of 55 kDa,-0.339278,0.418004,nonsig,25.5144,23.9141,24.2077,24.2907,23.8232,24.2737,24.1661,24.3298,24.0261,24.7244,23.857,25.3425
Atp6v1h,Q8BVE3,V-type proton ATPase subunit H,0.152373,0.321846,nonsig,29.6289,29.9806,29.2951,29.6547,29.6028,29.8266,29.7815,29.3525,29.6308,29.4276,29.0493,29.8461
Aldh5a1,Q8BWF0,"Succinate-semialdehyde dehydrogenase, mitochondrial",0.226561,2.02887,nonsig,28.7516,28.1549,28.3869,28.4658,28.9774,28.9597,28.7981,28.8922,28.7303,28.5615,28.6662,28.7632
Ptges2,Q8BWM0,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,0.132717,0.0707382,nonsig,24.006,25.4863,25.4862,24.2288,24.217,23.8448,24.391,23.1855,25.5772,22.9345,23.5573,23.0383
Acot4,Q8BWN8,Acyl-coenzyme A thioesterase 4,0.413553,0.725374,nonsig,27.1465,26.6224,26.8437,27.4498,27.2766,28.303,27.3779,27.5884,27,26.9692,27.2873,27.6353
Acaa2,Q8BWT1,"3-ketoacyl-CoA thiolase, mitochondrial",0.181669,0.486047,nonsig,32.3983,32.9292,32.3398,32.1933,32.3163,32.6365,31.9558,32.1697,32.1918,32.1632,31.812,32.1847
Pgm3,Q8BWW3;Q9CYR6,Phosphoacetylglucosamine mutase,-1.10478,1.47559,sig,24.1568,24.7768,24.5246,25.5845,24.7919,24.6778,24.7785,24.6416,25.7732,25.0898,26.9528,25.4932
Etf1,Q8BWY3,Eukaryotic peptide chain release factor subunit 1,0.0116105,0.0249756,nonsig,25.8654,25.2033,25.7794,25.8766,25.7296,25.3929,25.7897,25.3185,25.6935,25.4357,25.3034,25.7516
Slc5a8,Q8BYF6,Sodium-coupled monocarboxylate transporter 1,0.0809579,0.125385,nonsig,25.0863,24.7686,24.9304,23.8978,24.8927,24.853,25.663,25.3682,24.8087,25.2435,25.4451,24.9557
Ttc22,Q8C159,Tetratricopeptide repeat protein 22,0.159091,0.063436,nonsig,27.089,26.5588,27.4551,24.0536,26.4256,26.2983,24.2985,24.2715,25.0699,27.0222,24.5828,23.9826
Cps1,Q8C196,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",-0.0895185,0.10335,nonsig,23.7973,24.1689,27.7009,25.8183,24.7055,24.6352,24.7167,24.1061,24.27,24.0352,25.0026,25.2136
11-Sep,Q8C1B7,Septin-11,-1.06481,0.432454,nonsig,26.2362,26.1391,26.1036,23.3771,26.2813,23.8504,22.929,26.5073,24.032,26.5039,26.5331,26.7581
Atp5c1,Q8C2Q8;Q91VR2;A2AKU9;A2AKV2;A2AKV3;A2AKV1,"ATP synthase subunit gamma;ATP synthase subunit gamma, mitochondrial",0.382957,0.747031,nonsig,32.2454,32.2579,31.6083,31.624,31.8886,32.1302,31.6634,31.2502,31.5703,31.7032,31.0233,31.1038
Nadkd1,Q8C5H8,"NAD kinase domain-containing protein 1, mitochondrial",-0.268854,0.447752,nonsig,24.7669,24.9932,24.8174,25.0116,25.7665,25.2301,25.5139,25.1757,25.9869,25.8442,25.0001,25.9304
Pfkp,Q9WUA3;Q8C605,6-phosphofructokinase type C;6-phosphofructokinase,-0.107432,0.0903657,nonsig,25.4649,25.8021,25.1355,26.6355,26.1668,24.8776,25.4274,25.5323,25.2694,24.9565,25.6703,26.5377
Mettl7a1,Q8C6B0,,-1.03963,0.452624,nonsig,28.148,28.1059,27.7032,27.643,28.1916,24.1758,28.4745,27.7407,28.7789,28.1902,27.5561,28.2158
Immt,Q8CAQ8;E9Q800;E9QAY6,Mitochondrial inner membrane protein,0.367798,0.719857,nonsig,29.3457,29.0822,28.9785,29.5381,29.5321,29.1233,29.3856,29.8014,29.0025,28.7871,28.8875,29.694
Acat2;Acat3,Q8CAY6;G3XA25;Q80X81,"Acetyl-CoA acetyltransferase, cytosolic",-0.427065,0.63286,nonsig,28.8352,29.6569,28.6134,28.626,28.8331,27.7647,29.1486,28.7048,28.9487,29.3589,29.0745,28.7774
Naprt1,Q8CC86,Nicotinate phosphoribosyltransferase,-0.459515,0.116846,nonsig,25.9461,23.1919,23.765,24.1585,27.3503,21.7228,24.0283,26.6287,24.4382,24.4865,27.4143,25.2291
Vwa8,Q8CC88,von Willebrand factor A domain-containing protein 8,0.26392,1.36872,nonsig,29.3389,29.158,29.2874,29.3329,29.6759,29.7341,29.8339,29.5797,29.5699,29.3409,29.2465,29.6108
Txnl1,Q8CDN6,Thioredoxin-like protein 1,-0.0662761,0.435586,nonsig,25.3205,25.1118,25.6171,25.6444,25.5842,25.4971,25.3699,25.448,25.6047,25.4455,25.4637,25.6504
Akr1e1;Akr1e2,Q8CEB6;Q9DCT1,"1,5-anhydro-D-fructose reductase",-0.84093,0.423053,nonsig,27.3545,27.0409,27.177,26.9222,27.1019,23.8573,26.7998,27.3787,26.3477,27.2084,27.9596,26.9858
Amt,Q8CFA2,"Aminomethyltransferase, mitochondrial",-0.674837,0.740278,nonsig,25.578,25.199,24.7636,23.9308,24.7266,24.5203,24.529,22.8845,25.1673,24.8846,24.706,24.6018
Slc22a12,Q8CFZ5;F7A0H7,Solute carrier family 22 member 12,0.56943,0.66029,nonsig,25.5316,25.0901,25.68,25.8006,26.3828,26.0727,26.2362,26.5195,25.7898,26.0651,24.6006,26.4781
Akr7a2,Q8CG76,Aflatoxin B1 aldehyde reductase member 2,0.250267,0.46666,nonsig,29.8725,30.0906,29.6305,29.3453,29.8311,30.1629,29.9817,29.6852,29.809,30.223,29.3183,29.3095
Eprs,Q8CGC7,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,0.0888381,0.230517,nonsig,26.2404,26.4148,26.1778,26.6216,26.6857,26.183,26.6413,26.1334,26.2724,26.2244,26.3277,26.4635
Lonp1,Q8CGK3,"Lon protease homolog, mitochondrial",0.295072,0.893232,nonsig,29.2017,29.0135,28.7545,28.9494,29.4821,29.1988,29.2288,29.3036,28.9836,28.7676,28.8302,29.4515
Rab11fip3,Q8CHD8,Rab11 family-interacting protein 3,0.747374,0.595771,nonsig,24.7146,24.0602,24.4337,24.9734,25.8792,23.4951,24.4791,24.3823,22.92,24.1595,24.4223,23.7443
Pgp,Q8CHP8,Phosphoglycolate phosphatase,0.161699,0.121149,nonsig,23.3579,25.3589,23.924,25.3427,25.5216,25.129,24.9652,25.2535,25.2656,25.6843,23.6305,25.6421
Aldh4a1,Q8CHT0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.143681,0.391592,nonsig,31.852,31.3093,31.7837,31.4746,31.6204,31.817,31.5068,32.219,31.655,31.5859,31.5989,31.7487
Pygb;Pygm,Q8CI94;Q9WUB3,"Glycogen phosphorylase, brain form;Glycogen phosphorylase, muscle form",-0.00742245,0.023427,nonsig,26.3685,25.9838,26.489,26.5363,26.4703,26.4775,26.3411,26.0777,26.2353,26.3804,26.2949,26.4857
Hmgcs1,Q8JZK9,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",0.338401,0.767265,nonsig,25.653,25.8118,25.7865,25.7545,26.2116,26.176,26.2421,25.422,25.7629,25.6819,25.417,25.8363
Acad9,Q8JZN5,"Acyl-CoA dehydrogenase family member 9, mitochondrial",0.195376,0.572666,nonsig,28.7175,28.4381,28.5071,28.6941,28.9963,29.1191,29.1752,28.6031,28.5481,29.0015,28.7351,28.8275
Afg3l2,Q8JZQ2,AFG3-like protein 2,0.10598,0.127396,nonsig,23.9971,23.3391,23.2567,23.4839,23.9881,23.1348,23.971,23.5965,23.3789,23.462,24.2589,23.1666
Eif3b,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,-0.334753,0.613362,nonsig,25.8643,25.5609,25.4943,25.7455,25.519,25.4426,26.0281,25.4244,26.3485,25.9508,25.3389,26.115
Slc25a1,Q8JZU2;F6VVY4,,-0.000422001,0.000327351,nonsig,25.7717,26.486,24.3073,24.8905,25.6561,24.4605,25.6094,24.5909,25.1789,25.4984,24.2501,25.3911
Amdhd2,Q8JZV7;F6UP77,Putative N-acetylglucosamine-6-phosphate deacetylase,-0.216013,0.530329,nonsig,25.6902,25.8114,25.5893,25.9472,25.7855,25.5485,25.3646,25.3536,25.826,26.0795,25.3182,25.6926
Ugt3a2,Q8JZZ0,UDP-glucuronosyltransferase 3A2,0.28001,1.32622,nonsig,29.6446,29.5864,30.0133,29.0188,29.8166,29.8858,30.1071,29.8545,29.4809,29.4739,29.79,29.7992
Oplah,Q8K010;E9Q484,5-oxoprolinase,-0.187206,0.692374,nonsig,27.9361,27.5203,28.0245,28.1387,28.2553,28.4218,28.1491,27.9997,28.6719,28.3242,28.2291,28.3495
Cyp51a1,Q8K0C4,Lanosterol 14-alpha demethylase,0.704629,2.25973,nonsig,24.8101,24.547,25.0457,25.1083,25.5653,25.656,25.6308,25.3061,24.4142,24.9571,25.0827,24.8856
Gfm1,Q8K0D5;E0CXN8,"Elongation factor G, mitochondrial",0.123339,0.628262,nonsig,25.1313,25.1822,25.0616,25.1384,25.1814,25.1199,25.0762,24.9435,25.1557,24.8521,24.8111,25.0088
Slc47a1,Q8K0H1;D6RGQ3,Multidrug and toxin extrusion protein 1,0.0991373,0.071287,nonsig,23.7615,22.4268,24.7057,24.7106,25.4631,24.6955,25.6604,25.7515,25.8645,24.5374,24.5605,26.2117
Acsm2,Q8K0L3,"Acyl-coenzyme A synthetase ACSM2, mitochondrial",0.102687,0.290607,nonsig,33.9683,34.3555,33.7925,33.5532,34.2572,34.3352,34.301,34.0056,34.4435,34.1898,33.9983,33.8566
Hspa12a,Q8K0U4,Heat shock 70 kDa protein 12A,-0.175915,0.329082,nonsig,24.5548,24.4219,24.3387,24.3045,24.6053,24.3342,24.5775,24.4072,24.9495,24.1637,24.4255,25.0892
Galm,Q8K157,Aldose 1-epimerase,-0.220411,0.870188,nonsig,28.8641,28.6302,29.1747,29.0752,28.9563,28.5393,28.7902,28.7875,28.7369,29.1285,29.1384,28.9512
Coq9,Q8K1Z0;F6SFF5,"Ubiquinone biosynthesis protein COQ9, mitochondrial",0.0521746,0.022821,nonsig,27.2751,26.6992,26.7759,27.5839,26.8983,24.3652,26.7475,26.9083,26.4626,26.8861,24.7969,26.5649
Sdha,Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",-0.128908,0.359172,nonsig,32.57,32.5201,32.1527,32.3815,31.986,32.4388,31.9605,31.9893,32.4853,32.2917,32.0552,32.0581
Fmo2,Q8K2I3,Dimethylaniline monooxygenase [N-oxide-forming] 2,-0.657602,1.16374,nonsig,26.2427,27.206,26.8721,26.5766,26.1628,25.548,26.6642,26.5404,26.7758,26.734,27.3588,26.6772
Matr3,Q8K310,Matrin-3,0.0355721,0.0869963,nonsig,26.1874,26.2307,25.9784,26.4113,26.2238,26.5669,25.9607,25.9983,26.019,26.1591,26.2694,26.16
Acad10;Acad12,Q8K370;D3Z7X0;D3Z2B3,Acyl-CoA dehydrogenase family member 10,-0.0139961,0.0371576,nonsig,28.0578,27.9301,27.7137,27.8738,28.5118,28.4549,28.674,28.1748,28.6589,28.2769,28.4926,28.443
Ndufs8,Q8K3J1,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.200758,0.318237,nonsig,27.5062,27.5479,27.0886,27.7819,26.9079,27.0003,26.5689,27.789,27.4239,27.0896,27.2699,27.2858
Pitrm1,Q8K411,"Presequence protease, mitochondrial",-0.14591,0.331346,nonsig,26.7964,26.5027,26.4152,27.0813,27.0112,26.2224,26.9492,26.567,26.7895,26.7532,26.9294,26.8612
Abhd11,Q8K4F5;D3YYK0,Alpha/beta hydrolase domain-containing protein 11,0.981419,0.70319,nonsig,27.6434,27.066,27.6788,26.6442,27.2557,27.7986,27.0856,27.5603,26.5472,27.3103,27.3703,24.5467
Apoa1bp,Q8K4Z3,NAD(P)H-hydrate epimerase,-0.527032,1.52692,nonsig,26.6153,27.8723,27.0865,26.9143,26.9259,26.9773,27.2807,27.1425,27.4201,27.3362,28.084,27.5942
Hibch,Q8QZS1;E0CX19,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",0.0107965,0.02469,nonsig,28.5998,28.2616,28.694,28.2418,29.3346,29.1914,29.1183,29.1527,28.9945,28.9689,29.5815,29.2089
Acat1,Q8QZT1,"Acetyl-CoA acetyltransferase, mitochondrial",-0.0835752,0.245483,nonsig,33.2319,32.9033,32.9214,32.8827,33.304,33.0491,33.3649,33.5042,33.5637,33.3423,33.1246,33.5259
Eif3l,Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,-0.0435443,0.0721938,nonsig,26.1481,25.9106,26.0146,26.467,26.1999,26.0642,26.2814,25.9865,25.96,26.4357,25.7126,26.5979
Glyctk,Q8QZY2;E0CZG7,Glycerate kinase,-1.53376,0.802235,sig,27.3876,27.3962,23.2339,27.3563,27.4529,24.4071,24.1525,27.6579,27.2695,27.535,27.5704,27.4305
Blmh,Q8R016,Bleomycin hydrolase,0.156481,0.188547,nonsig,26.5418,26.3854,26.6153,27.1589,26.5413,27.1845,26.1981,26.8096,26.5595,25.8663,26.6013,27.0804
Gspt1,Q8R050,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,0.991904,0.690372,nonsig,25.7954,26.5614,25.6365,23.9565,26.3695,26.1241,24.1566,25.1716,25.5904,23.2455,24.5616,24.4566
Suox,Q8R086,"Sulfite oxidase, mitochondrial",-0.0624957,0.0576192,nonsig,27.1052,26.4322,26.8375,27.0817,27.406,26.2638,27.4937,27.5941,27.0423,26.8466,27.2405,27.8782
Fahd1,Q8R0F8,"Acylpyruvase FAHD1, mitochondrial",-0.0350208,0.110516,nonsig,29.0505,28.7791,28.455,28.7731,28.5948,28.651,28.4588,28.9923,28.684,28.7945,28.6579,28.7006
Adhfe1,Q8R0N6,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",0.308834,1.50001,nonsig,29.162,28.8819,28.7069,28.8365,29.1389,29.1096,29.0493,28.7379,28.8368,28.7389,28.5438,28.6809
Aldh1l1,Q8R0Y6,Cytosolic 10-formyltetrahydrofolate dehydrogenase,0.277705,1.39257,nonsig,31.5436,31.8415,31.9295,31.7484,32.2782,32.3297,32.0003,31.9689,31.87,31.7517,32.0041,31.8405
Apeh,Q8R146,Acylamino-acid-releasing enzyme,0.368816,1.03929,nonsig,28.6231,28.1778,28.8978,27.9235,28.4432,28.4878,28.1897,28.7997,28.2437,28.1188,28.349,27.7336
Bphl,Q8R164,Valacyclovir hydrolase,0.25719,1.09778,nonsig,30.793,30.9024,30.1182,30.0274,30.9292,30.7374,30.4395,30.5475,30.4361,30.5486,30.3607,30.2794
Eif3c,Q8R1B4,Eukaryotic translation initiation factor 3 subunit C,-0.178363,0.442793,nonsig,27.5025,27.0668,27.3297,27.7635,27.7309,27.1282,27.573,27.4805,27.7615,27.3666,27.5458,27.9522
Cmbl,Q8R1G2;E0CXT6;E0CXH4,Carboxymethylenebutenolidase homolog,-0.0572648,0.0510329,nonsig,27.5466,27.9393,28.5741,27.4233,27.5269,28.3583,27.46,27.8064,27.6369,27.6756,28.8137,27.2544
Pdlim2,Q8R1G6;E9Q996,PDZ and LIM domain protein 2,-0.0941105,0.225511,nonsig,25.924,23.9207,24.031,23.5313,25.654,26.0717,26.0104,26.4181,25.9542,26.1662,26.2116,26.1987
Uqcr10,Q8R1I1,Cytochrome b-c1 complex subunit 9,-0.208981,0.457891,nonsig,27.6336,26.509,27.6328,27.7564,27.8615,27.7882,27.4778,28.2392,28.2313,27.9068,27.7502,28.3142
Dync1li1,Q8R1Q8,Cytoplasmic dynein 1 light intermediate chain 1,-1.78047,2.05725,sig,22.7243,24.2099,24.1799,25.9618,24.5366,24.693,23.2396,23.5097,25.8748,25.9622,24.9482,26.3156
Tmed4;Tmed9,Q8R1V4;Q5SVW9;Q99KF1,Transmembrane emp24 domain-containing protein 4;Transmembrane emp24 domain-containing protein 9,-0.348575,0.234494,nonsig,25.8508,24.8446,26.0657,26.2046,25.0688,23.6322,25.7513,26.408,25.3843,25.4479,25.7426,25.6799
Qil1,Q8R404,Protein QIL1,1.34718,1.11554,sig,26.6387,26.0841,26.5385,26.387,26.0895,24.1888,26.5377,26.9232,24.7739,24.0868,24.6259,24.8639
Clybl,Q8R4N0,"Citrate lyase subunit beta-like protein, mitochondrial",0.0989628,0.161086,nonsig,28.3359,28.4118,28.3807,28.0972,28.8306,28.9142,28.247,29.3936,28.7202,28.7383,28.8193,28.7117
Acmsd,Q8R519,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,0.127107,0.190023,nonsig,26.8874,26.2891,25.4482,25.2375,25.4968,24.797,25.4232,24.6865,25.0388,25.3976,24.7247,24.7341
