Protein IDs,Frontal Cortex Young 1,Frontal Cortex Young 2,Frontal Cortex Young 3,Frontal Cortex Young 4,Frontal Cortex Old 1,Frontal Cortex Old 2,Frontal Cortex Old 3,Frontal Cortex Old 4,T-test Significant,T-test p value (-log10),T-test Difference,Identified Peptides,Razor and Unique Peptides,Unique Peptides,Sequence Coverage [%],PEP,Mol. Weight [kDa],Chromosome,Strand,Position,Gene Names,Uniprot,Protein Names
IPI00115426,-0.21,-0.05,-0.01,-0.19,-0.27,,-0.33,-0.02,,0.33,-0.09,5,5,5,64.7,1.66E-92,9.7608,14,+,70759890,Cdc26;RP24-145P21.3-004;mCG_15832;mCG_56052,Q99JP4;A2AJ02,"Anaphase-promoting complex subunit CDC26;Cell division cycle protein 26 homolog;Cell division cycle 26;MCG15832, isoform CRA_a;MCG56052"
IPI00321923;IPI00556889,0.11,0.01,-0.06,0,-0.15,0.8,-0.02,0.13,,0.33,0.18,13,13,13,18.4,1.91E-71,85.682,11,+,29030744,Pnpt1;Pnpase,Q8K1R3-1;Q8K1R3;Q3TN29;Q3TST0;Q3UNL5,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial;PNPase 1;Polynucleotide phosphorylase-like protein;PNPase old-35;3'-5' RNA exonuclease OLD35;Putative uncharacterized protein"
IPI00113686;IPI00229535;IPI00395163;IPI00229538;IPI00761775;IPI00229536;IPI00876528;IPI00849451,-0.05,0.64,0.63,0.18,0.09,-0.14,-0.05,0.66,,0.33,-0.2,11,11,11,11.3,3.93E-69,112.26,5,-,134713707,Gtf2i;Bap135;Diws1t,Q9ESZ8-1;Q9ESZ8;Q9ESZ8-2;Q9ESZ8-6;Q3UHU8;Q9ESZ8-3;Q9ESZ8-4;Q9ESZ8-5,General transcription factor II-I;Bruton tyrosine kinase-associated protein 135;Putative uncharacterized protein
IPI00122865,0.04,-0.03,-0.1,-0.01,0,-0.05,-0.04,-0.13,,0.33,-0.03,5,5,5,40.4,4.61E-45,26.068,9,-,57289135,Scamp5,Q9JKD3,Secretory carrier-associated membrane protein 5
IPI00129831;IPI00776230,0.35,0.24,0.12,0.27,0.36,0.51,0.43,0.05,,0.33,0.09,11,11,11,7.3,4.30E-45,247.12,9,-,41776572,Sorl1,O88307;Q3U2X9;Q3UHM3;Q3UV32;Q8C2R1;Q8CE39,Sortilin-related receptor;Sorting protein-related receptor containing LDLR class A repeats;SorLA-1;Low-density lipoprotein receptor relative with 11 ligand-binding repeats;Gp250;Putative uncharacterized protein
IPI00350794,,-0.07,-0.2,-0.17,0.19,,-0.13,-0.17,,0.33,0.11,10,10,10,15.4,1.27E-17,98.112,5,+,106128988,Lrrc8d;Lrrc5,Q8BGR2;Q3TI70,Leucine-rich repeat-containing protein 8D;Putative uncharacterized protein
IPI00131376,0.29,0.3,0.4,0.35,0.25,0.41,0.44,0.41,,0.33,0.04,61,56,56,33.2,0.00E+00,268.09,12,-,77681475,Sptb;Spnb-1;Spnb1;Sptb1;mCG_123942;mKIAA4219,P15508;B2RX08;Q149M1;Q3UGX2;Q3UGY4;Q5DTG9;Q8BWJ8,"Spectrin beta chain, erythrocyte;Beta-I spectrin;Spectrin beta 1;Spnb1 protein;Putative uncharacterized protein;Spectrin beta 1, isoform CRA_b;MKIAA4219 protein"
IPI00322422;IPI00850589,-0.02,0.12,0.04,0.11,-0.07,0.1,0.06,0.01,,0.33,-0.04,5,5,5,19.8,4.71E-21,29.725,3,-,32626420,Mrpl47,Q8K2Y7,"39S ribosomal protein L47, mitochondrial"
IPI00224561,0.13,-0.02,-0.07,-0.04,-0.04,0.03,-0.03,-0.17,,0.33,-0.05,6,6,6,15.2,1.49E-31,55.504,5,-,144748940,,Q8C1Y8,UPF0550 protein C7orf28 homolog
IPI00459309;IPI00751955,0.17,0.07,0.09,0.08,0.11,0.21,0.15,0.07,,0.33,0.03,6,6,6,21.7,3.69E-46,33.942,2,-,84511473,Tmx2;Txndc14,Q9D710,Thioredoxin-related transmembrane protein 2;Thioredoxin domain-containing protein 14
IPI00118238,-0.2,0.25,0.4,0.25,0,-0.15,0.06,0.27,,0.32,-0.13,13,13,13,9.1,4.83E-108,241.08,18,-,32118892,Myo7b,Q99MZ6;B9EHR5,Myosin-VIIb;Myosin VIIB
IPI00133440;IPI00649084;IPI00876224;IPI00890014,-0.1,-0.03,-0.04,-0.01,-0.07,-0.07,-0.06,-0.04,,0.32,-0.02,7,7,4,42.6,7.50E-79,29.82,11,+,95528324,Phb;RP23-17C2.2-002,P67778;Q5SQG5,Prohibitin;B-cell receptor-associated protein 32
IPI00311873,0.09,0.07,0.05,0.22,0.11,0.08,0.02,0.08,,0.32,-0.03,5,2,2,26.6,5.99E-141,37.186,5,+,32761446,Ppp1cb,P62141;Q3TBE5;Q3TL90;Q542E7;Q8C285;Q9DBY2,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine protein phosphatase
IPI00356872,0.09,0.02,0,0.1,0.13,0.23,-0.03,0.09,,0.32,0.05,3,2,2,6.2,8.34E-09,57.342,19,-,6227767,Ppp2r5b;mCG_11743,Q3V3S8;Q6PD28;Q8R342,"Putative uncharacterized protein;Protein phosphatase 2, regulatory subunit B (B56), beta isoform;Ppp2r5b protein"
IPI00322562;IPI00895514;IPI00663582;IPI00895455;IPI00112407,0.11,0.13,0.14,0.05,0.1,0.07,0.06,0.12,,0.32,-0.02,6,6,6,60.3,6.13E-120,16.273,18,+,60934307,Rps14;rps14,P62264;O70569;Q3UJS5,40S ribosomal protein S14;Ribosomal protein S14;Putative uncharacterized protein
IPI00928091;IPI00229645;IPI00875690,0.01,0.23,0.07,0.03,,0.27,0.01,0.2,,0.32,0.08,3,3,3,3.1,1.58E-30,126.55,10,+,74674818,Cytsa;Kiaa0376;Specc1l,Q2KN98;Q8C714;Q6GQV8;Q8C9Q9;Q8CI53,Cytospin-A;SPECC1-like protein;Putative uncharacterized protein;Cytospin A;Cytsa protein
IPI00420185;IPI00890139;IPI00420186;IPI00653328,0.05,-0.09,-0.07,-0.02,-0.01,0.08,0.09,-0.11,,0.32,0.05,29,29,7,40.6,3.06E-294,99.293,8,-,74864898,Eps15l1;Eps15-rs;Eps15R;mCG_18932,Q60902-1;Q60902;Q3UIS9;Q60902-2;Q60902-4,Epidermal growth factor receptor substrate 15-like 1;Eps15-related protein;Epidermal growth factor receptor pathway substrate 15-related sequence;Putative uncharacterized protein;Epidermal growth factor receptor pathway substrate 15-like 1
IPI00132122,-0.2,0.82,0.68,0.21,-0.09,-0.03,-0.09,0.73,,0.32,-0.25,21,21,21,20.9,3.60E-102,141.55,19,+,53674937,Smc3;Bam;Bmh;Cspg6;Mmip1;Smc3l1;Smcd,Q9CW03;Q1HL32;Q3TMK9;Q3TPG9;Q3UNU2;Q3US85;Q6P5E5;Q6PFZ4;Q6PIE1,Structural maintece of chromosomes protein 3;Chondroitin sulfate proteoglycan 6;Chromosome segregation protein SmcD;Basement membrane-associated chondroitin proteoglycan;Mad member-interacting protein 1;Cspg6;Putative uncharacterized protein;Structural maintenace of chromosomes 3;Smc3 protein
IPI00225961;IPI00885925;IPI00459364,-0.36,-0.24,-0.19,-0.19,-0.02,-0.28,-0.33,-0.06,,0.32,0.07,11,11,11,31.7,4.19E-219,56.585,3,-,98117094,Phgdh,Q61753,D-3-phosphoglycerate dehydrogenase;A10
IPI00856379;IPI00221402;IPI00856272;IPI00858310;IPI00856247;IPI00856415,0.04,-0.05,-0.04,-0.06,-0.01,-0.07,-0.05,-0.06,,0.32,-0.02,20,20,3,46.9,0.00E+00,45.12,7,-,133938749,Aldoa;Aldo1;mCG_22383;Aldoart1,A6ZI44;Q6NY00;P05064;Q5FWB7;A6ZI46,Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A;Muscle-type aldolase;Aldolase 1
IPI00116360,-0.15,0,-0.06,-0.04,-0.19,-0.05,-0.18,0,,0.32,-0.05,9,9,9,17.7,1.06E-38,60.123,1,-,145602737,Trove2;Ssa2;mCG_19761;Ro,O08848;Q3TJ75;Q80W12;Q8R562,"60 kDa SS-A/Ro ribonucleoprotein;TROVE domain family member 2;Putative uncharacterized protein;TROVE domain family, member 2;Ribonucleoprotein"
IPI00890268;IPI00118120;IPI00928350;IPI00928007;IPI00928395;IPI00776414;IPI00928331,0.09,0.06,0.05,0.03,0.07,0.1,0.1,0.03,,0.32,0.02,70,70,63,40.4,0.00E+00,215.52,9,+,74918995,Myo5a;RP24-189I2.1-001;Dilute;RP24-189I2.1-003,B8JK03;Q99104;B8JK04,"Myosin Va;Myosin-Va;Dilute myosin heavy chain, non-muscle"
IPI00109178;IPI00756571;IPI00754969;IPI00943454;IPI00895026;IPI00894971,-0.02,-0.26,-0.15,-0.07,-0.07,-0.05,-0.01,-0.17,,0.32,0.05,3,3,3,3.6,1.77E-25,128.74,2,+,28496757,Tsc1;Kiaa0243,Q9EP53-1;Q9EP53;Q9EP53-2;Q9EP53-3;Q8BQP0;Q9EP53-4,Hamartin;Tuberous sclerosis 1;Putative uncharacterized protein
IPI00120924;IPI00462899;IPI00462900;IPI00889823;IPI00656163;IPI00895355,-0.01,0.55,0.56,0.25,0.03,-0.04,0.11,0.6,,0.32,-0.16,6,6,5,24.6,4.64E-56,36.938,11,-,88152884,Msi2;Msi2h;RP23-393B19.3-006;RP23-393B19.3-001;RP23-393B19.3-003,Q920Q6-1;Q920Q6;Q3TE41;Q3UWR6;Q920Q6-2;Q2M2Q8;Q920Q6-3;B1AT10;Q8CD63,RNA-binding protein Musashi homolog 2;Musashi homolog 2 (Drosophila);Putative uncharacterized protein;Msi2h protein
IPI00468121;IPI00130045;IPI00928557;IPI00323250;IPI00752907,0.26,0,-0.01,0.12,0.19,0.3,0.29,-0.06,,0.32,0.08,40,40,40,42.4,0.00E+00,138.39,2,+,134611895,Plcb1;Plcb;RP23-418D21.3-001;mKIAA0581;RP23-418D21.3-003;mCG_16884;RP23-418D21.3-005,Q9Z1B3-3;Q9Z1B3;Q2M4J2;Q6PDH1;Q6ZQ92;Q9Z1B3-1;A2AW58;Q3UPW0;Q9Z1B3-2;A2AW60,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-1;Phosphoinositide phospholipase C;Phospholipase C-beta-1;PLC-I;PLC-154;Plcb1;Phospholipase C, beta 1;Plcb1 protein;MKIAA0581 protein;Phospholipase C, beta 1, isoform CRA_a;Putative uncharacterized protein"
IPI00408215;IPI00124281;IPI00720223;IPI00720185;IPI00751896,0.09,-0.03,-0.35,-0.05,-0.18,0.35,0.18,-0.17,,0.32,0.13,13,12,11,15.2,2.92E-84,132.05,1,-,51806609,Myo1b;mCG_123680,P46735-1;P46735;Q7TQD7;Q3UEQ4;Q80VD8;P46735-2;Q3TEP4;Q3TTZ3;Q91ZI6,Myosin-Ib;Myosin I alpha;MMI-alpha;MIH-L;Myo1b protein;Putative uncharacterized protein;Myosin IB;Myosin-1b
IPI00467338;IPI00928300,-0.05,-0.04,-0.02,0.05,0.15,-0.09,0.05,0.01,,0.32,0.04,11,11,11,24.1,3.91E-79,63.615,15,-,81534684,Rangap1;Fug1;mKIAA1835,P46061;Q3ULJ9;Q3UZD8;Q6NZB5;Q6ZPH4;Q7TMW1;Q8C2E3;Q91YS2;Q9CW20,Ran GTPase-activating protein 1;Putative uncharacterized protein;Rangap1 protein;MKIAA1835 protein
IPI00454000;IPI00874754;IPI00621710;IPI00653226;IPI00648557;IPI00875649;IPI00261304;IPI00651925;IPI00402825;IPI00654248;IPI00876344;IPI00649407;IPI00402920;IPI00457555;IPI00762468;IPI00399896;IPI00654407;IPI00623643;IPI00649225,-0.13,0.07,0.36,0.02,0.14,-0.11,0.01,-0.11,,0.32,-0.1,5,5,5,21.2,2.99E-13,28.755,5,-,48780742,Kcnip4;Calp;Kchip4;mCG_8314,Q6PHZ8-1;Q6PHZ8;Q3YAA8;Q3YAA5;Q6PHZ8-4;Q3YAA6;Q3UFC0;Q6PHZ8-2;Q3YAA7;Q6PHZ8-3;Q3V060,"Kv channel-interacting protein 4;A-type potassium channel modulatory protein 4;Potassium channel-interacting protein 4;Calsenilin-like protein;Potassium channel interacting protein 4;Kv channel interacting protein 4, isoform CRA_b;Putative uncharacterized protein;Kv channel interacting protein 4, isoform CRA_a"
IPI00648558;IPI00227567;IPI00775999;IPI00776146;IPI00648099,,-0.65,-0.12,-0.14,0.11,-0.4,-0.24,0.05,,0.32,0.18,2,2,2,10.8,7.40E-05,30.068,8,-,13255963,Dcun1d2;Dcun1l2;AW495713,Q8BZJ7-1;Q8BZJ7;Q8BZJ7-2;Q3TSY8;Q8BZJ7-4,DCN1-like protein 2;Defective in cullin neddylation protein 1-like protein 2;DCUN1 domain-containing protein 2;Putative uncharacterized protein
IPI00323166;IPI00309964;IPI00874685;IPI00875011;IPI00762127;IPI00830812,-2.05,-0.34,-0.07,-0.15,-1.9,-2.6,-0.32,-0.22,,0.32,-0.61,46,46,46,43.6,0.00E+00,113.84,13,-,120123124,Nnt;mCG_1988,Q61941;Q3TGH1;Q3TWH2;Q8BGK0;Q8C1W8;Q922E1;Q8C3H2;Q8C9V5;Q8C337,"NAD(P) transhydrogenase, mitochondrial;Nicotinamide nucleotide transhydrogenase;Pyridine nucleotide transhydrogenase;Putative uncharacterized protein;Nicotinamide nucleotide transhydrogenase, isoform CRA_a"
IPI00881442;IPI00229771;IPI00404352,0.17,-0.09,-0.09,-0.07,0.07,-0.24,-0.22,0,,0.32,-0.08,7,7,7,13.8,1.37E-14,99.219,1,+,88600418,Dis3l2,Q8CI75-2;Q8CI75;Q8CI75-1;Q8C0W5,DIS3-like exonuclease 2;Putative uncharacterized protein
IPI00110247,-0.21,0.02,-0.05,0.03,-0.04,0,-0.11,0.23,,0.32,0.07,14,14,13,25.5,1.36E-30,76.526,10,-,114635515,Tbc1d15;Tbc1D15,Q9CXF4;Q3TSE1;Q4TVN0;Q7TPU5;Q9CRG4,"TBC1 domain family member 15;Putative uncharacterized protein;TBC1 domain family, member 15"
IPI00130475,-0.15,-0.13,-0.12,0.02,0.09,-0.11,-0.05,-0.13,,0.32,0.05,7,7,7,28.4,9.56E-91,33.263,11,-,43543014,Ttc1;RP23-320E20.1-001,Q91Z38;A2AJK8;Q3TDF3;Q9CTZ9,Tetratricopeptide repeat protein 1;Tetratricopeptide repeat domain 1;Putative uncharacterized protein
IPI00121319,0.19,-0.04,-0.08,0.03,0.04,0.01,-0.03,-0.15,,0.32,-0.06,16,16,16,71.2,1.72E-238,22.727,12,+,114378742,Crip2;Crp2;Hlp;mCG_15411,Q9DCT8;Q4FJU3,"Cysteine-rich protein 2;Heart LIM protein;Crip2 protein;Cysteine rich protein 2, isoform CRA_b"
IPI00120344;REV__IPI00653449,-0.01,0.31,0.48,0.24,0.06,0.04,0.14,0.38,,0.32,-0.1,17,17,16,18.4,3.39E-81,119.82,14,-,52780092,Supt16h;Fact140;Factp140,Q920B9,FACT complex subunit SPT16;Facilitates chromatin transcription complex subunit SPT16;FACT 140 kDa subunit;FACTp140;Chromatin-specific transcription elongation factor 140 kDa subunit
IPI00340860;IPI00850110;IPI00850587;IPI00831552,-0.11,0.37,0.41,,-0.12,-0.47,,0.45,,0.32,-0.27,5,5,5,11.6,1.29E-20,64.802,3,-,127239636,Larp7;D3Wsu161e,Q05CL8-1;Q05CL8;A3KML4,La-related protein 7;La ribonucleoprotein domain family member 7;Larp7 protein
IPI00169622,-0.12,-0.61,-0.67,-0.43,-0.26,-0.09,-0.02,-0.78,,0.32,0.17,5,4,4,19.4,1.91E-25,37.554,14,+,70857324,Phyhip;mCG_3853,Q8K0S0;B9EIC7,Phytanoyl-CoA hydroxylase-interacting protein;Phytanoyl-CoA hydroxylase-associated protein 1;Phyhip protein;MCG3853
IPI00322794,0.11,0.04,-0.04,-0.05,-0.03,-0.01,0.04,-0.07,,0.32,-0.03,6,6,2,48,4.92E-119,22.371,10,+,61143058,Sar1a;Sara;Sara1,P36536,GTP-binding protein SAR1a
IPI00762435;IPI00322097;IPI00927961,0,0.18,0.2,0.3,0.01,0.21,0.08,,,0.32,-0.07,6,3,3,15.6,1.69E-16,60.655,10,+,39089904,Fyn,P39688-1;P39688;P39688-2,Proto-oncogene tyrosine-protein kinase Fyn;p59-Fyn
IPI00132474;IPI00475101,-0.11,0.28,0.4,0.03,-0.07,0.07,0.01,0.18,,0.32,-0.1,15,15,15,25.6,4.53E-120,88.231,8,+,131209713,Itgb1,P09055;Q8BUD1,Integrin beta-1;Fibronectin receptor subunit beta;Integrin VLA-4 subunit beta;Putative uncharacterized protein
IPI00137087,0.07,-0.07,-0.19,-0.07,0.01,-0.04,0,-0.06,,0.32,0.04,17,17,9,12.1,2.72E-143,202.24,2,+,166631215,Arfgef2;RP23-216D20.2-001;mCG_14609,A2A5R2;Q3U2F2;Q3U5C3,ADp-ribosylation factor guanine nucleotide-exchange factor 2 (Brefeldin A-inhibited);ADP-ribosylation factor guanine nucleotide-exchange factor 2 (Brefeldin A-inhibited);MCG14609;Putative uncharacterized protein
IPI00109212,0.07,0.12,0.15,0.12,-0.01,0.13,0.11,0.11,,0.32,-0.03,15,15,14,41,1.48E-76,58.47,18,+,53335970,Snx2,Q9CWK8;Q3U5L3;Q91VZ1,Sorting nexin-2;Putative uncharacterized protein;Snx2 protein;Sorting nexin 2
IPI00226807;IPI00856693,-0.03,-0.49,-0.55,-0.39,-0.19,-0.22,-0.12,-0.47,,0.32,0.11,4,4,4,5.4,1.99E-37,83.983,3,-,31101832,Slc7a14;Kiaa1613,Q8BXR1,Probable cationic amino acid transporter;Solute carrier family 7 member 14
IPI00753464;IPI00329840,,0.21,0.28,0.01,-0.24,,0.09,0.23,,0.32,-0.14,8,8,8,17.5,3.74E-64,72.082,15,-,51794153,Rad21;mKIAA0078;Hr21;mCG_19537,Q3UTE4;Q6ZQJ6;Q810A8;Q61550;A1L366;A1L367;Q3TG35,Putative uncharacterized protein;MKIAA0078 protein;RAD21 homolog (S. pombe);Double-strand-break repair protein rad21 homolog;Pokeweed agglutinin-binding protein 29;SCC1 homolog
IPI00890234;IPI00130535,-0.21,0.13,0.07,0.09,-0.11,-0.04,-0.11,0.06,,0.32,-0.07,25,25,25,76.8,0.00E+00,53.246,3,+,116215988,Dbt;mCG_2010,Q3TMF5;Q6LC11;Q7TND9;P53395,"Putative uncharacterized protein;Dihydrolipoamide branched chain transacylase E2;Branched-chain alpha-ketoacid dehydrogenase, E2 subunit;Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial;Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase;Dihydrolipoamide branched chain transacylase;BCKAD E2 subunit"
IPI00111793;IPI00890881,-0.33,-0.08,-0.07,0.3,-0.16,-0.25,-0.44,0.12,,0.32,-0.14,13,13,13,14.5,8.97E-130,136.62,13,+,13529958,Nid1;Ent,P10493;Q3TKX9,Nidogen-1;Entactin;Nidogen 1;Putative uncharacterized protein
IPI00331628,-0.01,0.17,0.16,0.08,0.08,0.02,-0.02,0.15,,0.32,-0.04,28,28,28,49.3,5.49E-301,79.481,18,+,50287884,Hsd17b4;Edh17b4,P51660;Q3TT11;Q3UHW2,"Peroxisomal multifunctional enzyme type 2;D-bifunctional protein;17-beta-hydroxysteroid dehydrogenase 4;3-hydroxyacyl-CoA dehydrogenase;3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase;Putative uncharacterized protein"
IPI00221523;IPI00798527;IPI00653633,-0.39,0.06,0.22,0.15,0.49,,-0.23,0.43,,0.32,0.22,14,10,10,23.2,6.70E-185,102.36,13,-,99608974,Tnpo1;Kpnb2,Q8BFY9-1;Q8BFY9;Q8BFY9-2;Q3TKD0;Q3TQW0,Transportin-1;Importin beta-2;Karyopherin beta-2;Putative uncharacterized protein
IPI00321308,0.15,0.24,0.26,0.14,0.1,0.18,0.15,0.22,,0.32,-0.03,24,24,24,28,0.00E+00,106.91,8,+,113557815,Aars,Q8BGQ7;Q3TZ32;Q3UD67;Q6PDM7;Q6XMP4;Q8R346,"Alanyl-tRNA synthetase, cytoplasmic;Alanine--tRNA ligase;Putative uncharacterized protein;Aars protein;Alanyl-tRNA synthase"
IPI00114869;IPI00828281;IPI00119714;IPI00223407;IPI00828228,-0.12,0.81,0.59,0.05,-0.28,-0.02,-0.02,0.69,,0.32,-0.24,13,13,13,19.2,2.92E-47,89.508,11,-,102165875,Ubtf;Tcfubf;Ubf-1;Ubf1;RP23-461C4.7-002;mCG_140722;RP23-461C4.7-001;RP23-461C4.7-003,P25976-1;P25976;A2AWT5;Q05DS1;A2AWT7;Q9DBH1;P25976-2;A2AWT6,"Nucleolar transcription factor 1;Upstream-binding factor 1;Upstream binding transcription factor, RNA polymerase I;Upstream binding transcription factor, RNA polymerase I, isoform CRA_c;Ubtf protein;Upstream binding transcription factor, RNA polymerase I, isoform CRA_b;Putative uncharacterized protein;Upstream binding transcription factor, RNA polymerase I, isoform CRA_a"
IPI00850311;IPI00230193,0,-0.4,-0.5,-0.2,0,-0.04,-0.03,-0.52,,0.31,0.13,2,1,1,6.1,6.11E-09,41.593,10,+,74429976,Gnaz;mCG_5989,O70443;Q3UYF9;Q542R8,"Guanine nucleotide-binding protein G(z) subunit alpha;G(x) alpha chain;Gz-alpha;Putative uncharacterized protein;Guanine nucleotide binding protein, alpha z subunit, isoform CRA_a"
IPI00138860;IPI00654344,,0,0.11,-0.11,1.1,0.08,-0.16,-0.07,,0.31,0.24,12,12,11,7.4,2.32E-43,257.56,9,+,118415436,Golga4,Q91VW5;A4IF57;Q3UYD1;Q4VAB1;Q8C0A4,Golgin subfamily A member 4;tGolgin-1;Golga4 protein;Putative uncharacterized protein
IPI00464296,-0.1,0.05,0.07,-0.01,-0.05,0.1,0.04,0.09,,0.31,0.04,38,38,2,47.5,0.00E+00,120.61,17,+,69506150,Epb41l3;Dal1;Epb4.1l3;Kiaa0987,Q9WV92-8;Q9WV92,Band 4.1-like protein 3;4.1B;Differentially expressed in adenocarcinoma of the lung protein 1;DAL1P;DAL-1;mDAL-1
IPI00130489,-0.08,-0.21,-0.27,-0.17,-0.08,-0.09,-0.01,-0.3,,0.31,0.06,8,8,8,50.2,4.97E-91,23.025,5,+,116082007,Rab35;mCG_20711,Q6PHN9;Q3U0T9,"Ras-related protein Rab-35;Putative uncharacterized protein;Rab35;RAB35, member RAS oncogene family"
IPI00119930,-0.41,-0.21,-0.1,0.26,-0.02,0.09,0.04,-0.11,,0.31,0.12,7,7,6,29.4,6.53E-47,37.52,15,-,98643229,Prkag1;Prkaac,O54950;Q2VPC9;Q3TWR3;Q925V0,5'-AMP-activated protein kinase subunit gamma-1;Prkag1 protein;Putative uncharacterized protein;AMP activated protein kinase gamma 1
IPI00132376,-1.59,0.34,0.23,0,0.35,,-0.08,0.07,,0.31,0.37,3,3,3,4.5,3.63E-26,83.415,2,-,145743218,Crnkl1;RP23-125A1.4-001;mCG_10159,P63154;A8Y5L3,"Crooked neck-like protein 1;Crooked neck homolog;Crn, crooked neck-like 1 (Drosophila);Crn, crooked neck-like 1 (Drosophila), isoform CRA_a"
IPI00225805,0.07,-0.06,-0.1,-0.04,0.01,0.17,0.26,-0.21,,0.31,0.09,8,8,8,16.7,2.17E-31,80.947,2,-,135907633,Pak7;Pak5;RP23-88O15.5-001;mCG_15187,Q8C015;B1AYC2;Q4KL59;Q8BVB0,Serine/threonine-protein kinase PAK 7;p21-activated kinase 7;p21-activated kinase 5;p21 (CDKN1A)-activated kinase 7;Pak7 protein;Putative uncharacterized protein
IPI00229775;IPI00648355;IPI00469253,,-0.12,0.14,0.01,0.27,0.01,0.02,0.06,,0.31,0.08,6,6,6,12,4.08E-09,54.971,1,-,55227008,Rftn2,Q8CHX7-1;Q8CHX7;Q8CHX7-2,Raftlin-2;Raft-linking protein 2
IPI00330606;IPI00828556;IPI00807833;IPI00874726;IPI00752156;IPI00620097;IPI00750832;IPI00751295;IPI00753693;IPI00262319;IPI00757009;IPI00756378;IPI00875369;IPI00471028;IPI00828551;IPI00828295;IPI00875878;IPI00761754;IPI00857052;IPI00828390;IPI00857219,0.03,-0.06,-0.22,-0.08,-0.03,-0.02,0.06,-0.14,,0.31,0.05,12,12,12,8.4,9.26E-103,175.1,2,-,90977517,Madd;RP23-20F9.4-010;Kiaa0358;RP23-20F9.4-008;RP23-20F9.4-001;RP23-20F9.4-011;RP23-20F9.4-007;RP23-20F9.4-009;RP23-20F9.4-002;RP23-20F9.4-004;RP23-20F9.4-003;RP23-20F9.4-005;RP23-20F9.4-013,A2AGR0;Q80U28-1;Q80U28;Q80U28-3;Q80U28-14;A2AGR1;Q80U28-2;A2AGQ4;Q80U28-15;A2AGQ6;A2AGQ8;A2AGQ3;Q80U28-11;A2AGQ5;Q80U28-7;A2AGQ9;Q80U28-8;A2AGQ7;Q80U28-4;Q80U28-5;A2AGQ2;Q80U28-6;Q80U28-9;Q80U28-10;Q80U28-12;A6PWP8;Q80U28-13,MAP-kinase activating death domain;MAP kinase-activating death domain protein;Rab3 GDP/GTP exchange factor
IPI00330516,,0.1,0,-0.06,-0.06,-0.05,-0.11,0.08,,0.31,-0.05,2,2,2,5.9,4.49E-05,41.032,9,+,56798716,Snupn;Rnut1,Q80W37,Snurportin-1;RNA U transporter 1
IPI00309322;IPI00881090;IPI00881455;IPI00881172,0.01,0.03,-0.05,-0.03,-0.02,-0.19,-0.04,0.04,,0.31,-0.04,8,8,8,33.7,4.20E-98,35.738,16,+,4726389,Hmox2;mCG_128722,O70252;Q3U6W4;Q544R7,Heme oxygenase 2;Putative uncharacterized protein;Heme oxygenase (Decycling) 2
IPI00137943;IPI00221544;IPI00221542;IPI00221545;IPI00895399;IPI00894785;IPI00894683;IPI00895078;IPI00894621;IPI00894628,0.14,-0.05,0.01,,0.1,0.28,,-0.01,,0.31,0.09,4,4,4,11.9,2.61E-11,70.812,12,-,85134984,Numb,Q9QZS3-1;Q9QZS3;Q9QZS3-3;Q9QZS3-2;Q9QZS3-4;Q05BE7,Protein numb homolog;Numb protein
IPI00459487;IPI00665996,-0.03,0.29,0.23,0.19,-0.01,0.35,0.26,0.49,,0.31,0.1,22,22,22,57,0.00E+00,46.839,6,-,95424131,Suclg2,Q9Z2I8-1;Q9Z2I8;Q9Z2I8-2,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial;GTP-specific succinyl-CoA synthetase subunit beta;Succinyl-CoA synthetase beta-G chain"
IPI00465880;IPI00755495;IPI00848900;IPI00277965,0.02,0.02,0.07,0.02,0.03,0.05,0.03,0.08,,0.31,0.01,8,8,8,81.5,2.99E-182,15.524,7,-,88487621,Rps17;mCG_15301,P63276;Q3TK12;Q5M9L7;Q8BT90,"40S ribosomal protein S17;Putative uncharacterized protein;Ribosomal protein S17;MCG15301, isoform CRA_a"
IPI00856350;IPI00228952;IPI00856896,-0.09,0.25,-0.06,-0.59,,-0.02,0.19,-0.08,,0.31,0.15,20,5,4,17.4,4.02E-144,135.88,,,,,,
IPI00380735;IPI00653557;IPI00918554;IPI00918452,-0.14,-0.18,-0.27,0.09,-0.24,0.3,-0.05,-0.07,,0.31,0.11,10,10,7,12.6,1.07E-74,123.89,8,+,88364901,Phkb,Q7TSH2;Q3U6H6;Q3UV76,Phosphorylase b kinase regulatory subunit beta;Putative uncharacterized protein
