Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
Q8R317|UBQL1_MOUSE,2.25,151.82,26.687,35.926,1,1.35,3,6,1,TMT6plex,61976,Ubiquilin-1 OS=Mus musculus GN=Ubqln1 PE=1 SV=1
Q9R0X4|ACOT9_MOUSE,1.37,151.8,81.911,83.516,1,1.02,14,8,7,TMT6plex,50561,Acyl-coenzyme A thioesterase 9  mitochondrial OS=Mus musculus GN=Acot9 PE=1 SV=1
tr|B7ZCU2|B7ZCU2_MOUSE,6.31,151.73,35.157,33.128,1,0.94,13,6,3,Carbamidomethylation; TMT6plex,43174,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU5|B7ZCU5_MOUSE,6.31,151.73,35.157,33.128,1,0.94,13,6,3,Carbamidomethylation; TMT6plex,46252,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU4|B7ZCU4_MOUSE,6.31,151.73,35.157,33.128,1,0.94,12,6,3,Carbamidomethylation; TMT6plex,49139,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU3|B7ZCU3_MOUSE,6.31,151.73,35.157,33.128,1,0.94,12,6,3,Carbamidomethylation; TMT6plex,49210,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|B7ZCU0|B7ZCU0_MOUSE,6.31,151.73,35.157,33.128,1,0.94,11,6,3,Carbamidomethylation; TMT6plex,52217,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
tr|J3QNK8|J3QNK8_MOUSE,6.31,151.73,35.157,33.128,1,0.94,11,6,3,Carbamidomethylation; TMT6plex,52346,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=1
Q8CBW3|ABI1_MOUSE,6.31,151.73,35.157,33.128,1,0.94,11,6,3,Carbamidomethylation; TMT6plex,52288,Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3
P62281|RS11_MOUSE,1.2,151.69,218.09,217.419,1,1.00,46,9,8,Carbamidomethylation; TMT6plex,18431,40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=3
P62075|TIM13_MOUSE,1.81,151.64,143.165,136.013,1,0.95,53,4,4,Carbamidomethylation; TMT6plex,10458,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus GN=Timm13 PE=1 SV=1
Q8JZR6|S4A8_MOUSE,2.57,151.51,11.772,11.692,1,0.99,1,6,1,TMT6plex,122421,Electroneutral sodium bicarbonate exchanger 1 OS=Mus musculus GN=Slc4a8 PE=2 SV=1
P60904|DNJC5_MOUSE,5.73,151.34,438.589,362.619,1,0.83,33,5,5,TMT6plex,22101,DnaJ homolog subfamily C member 5 OS=Mus musculus GN=Dnajc5 PE=1 SV=1
P15116|CADH2_MOUSE,2.65,151.18,140.964,153.229,1,1.09,10,7,7,TMT6plex,99796,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=2
tr|D3YYT0|D3YYT0_MOUSE,2.65,151.18,140.964,153.229,1,1.09,11,7,7,TMT6plex,93857,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=1
tr|A2AIM4|A2AIM4_MOUSE,1.97,151.03,17.212,17.406,1,1.01,4,9,1,TMT6plex; Deamidation (NQ),32994,Tropomyosin beta chain OS=Mus musculus GN=Tpm2 PE=1 SV=1
Q8BGN3|ENPP6_MOUSE,4.03,151,34.104,27.853,1,0.82,10,4,4,Carbamidomethylation; TMT6plex,50618,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 OS=Mus musculus GN=Enpp6 PE=1 SV=1
Q9D2M8|UB2V2_MOUSE,0.67,150.96,194.609,203.939,1,1.05,21,9,3,Carbamidomethylation; TMT6plex,16367,Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=1 SV=4
P97823|LYPA1_MOUSE,1.44,150.92,55.783,58.593,1,1.05,14,4,3,TMT6plex,24688,Acyl-protein thioesterase 1 OS=Mus musculus GN=Lypla1 PE=1 SV=1
P62869|ELOB_MOUSE,4.87,150.76,245.846,198.694,1,0.81,58,7,7,TMT6plex,13170,Elongin-B OS=Mus musculus GN=Elob PE=1 SV=1
Q03137|EPHA4_MOUSE,1.77,150.41,15.234,16.278,1,1.07,2,4,2,TMT6plex,109814,Ephrin type-A receptor 4 OS=Mus musculus GN=Epha4 PE=1 SV=2
Q61831|MK10_MOUSE,1.5,150.35,226.64,232.701,1,1.03,14,8,6,Carbamidomethylation; TMT6plex,52533,Mitogen-activated protein kinase 10 OS=Mus musculus GN=Mapk10 PE=1 SV=2
tr|S4R1E5|S4R1E5_MOUSE,2.27,150.3,216.862,244.701,1,1.13,48,9,8,Carbamidomethylation; TMT6plex; Deamidation (NQ),17937,Glutathione peroxidase OS=Mus musculus GN=Gpx4 PE=1 SV=1
O70325|GPX41_MOUSE,2.27,150.3,216.862,244.701,1,1.13,39,9,8,Carbamidomethylation; TMT6plex; Deamidation (NQ),22229,Phospholipid hydroperoxide glutathione peroxidase  mitochondrial OS=Mus musculus GN=Gpx4 PE=1 SV=4
tr|F7A8H6|F7A8H6_MOUSE,2.27,150.3,216.862,244.701,1,1.13,30,9,8,Carbamidomethylation; TMT6plex; Deamidation (NQ),29147,Glutathione peroxidase OS=Mus musculus GN=Gpx4 PE=1 SV=1
Q9ERG2|STRN3_MOUSE,1.35,150.23,23.927,21.392,1,0.89,4,4,2,TMT6plex,87150,Striatin-3 OS=Mus musculus GN=Strn3 PE=1 SV=1
Q9CXY6|ILF2_MOUSE,0.54,150.21,140.629,135.72,1,0.97,16,5,5,TMT6plex,43062,Interleukin enhancer-binding factor 2 OS=Mus musculus GN=Ilf2 PE=1 SV=1
Q3UHB1|NT5D3_MOUSE,0.93,150.04,120.785,118.519,1,0.98,17,10,8,TMT6plex,63171,5'-nucleotidase domain-containing protein 3 OS=Mus musculus GN=Nt5dc3 PE=1 SV=1
Q60737|CSK21_MOUSE,2.04,149.97,182.677,206.606,1,1.13,28,8,7,TMT6plex,45134,Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2
P63168|DYL1_MOUSE,5.92,149.93,122.763,123.457,1,1.01,38,7,3,Carbamidomethylation; TMT6plex,10366,Dynein light chain 1  cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1
Q91YS8|KCC1A_MOUSE,3.65,149.91,16.733,16.264,1,0.97,6,5,2,TMT6plex,41624,Calcium/calmodulin-dependent protein kinase type 1 OS=Mus musculus GN=Camk1 PE=1 SV=1
Q6P5F7|TTYH3_MOUSE,1.67,149.86,20.737,23.619,1,1.14,2,1,1,TMT6plex,57714,Protein tweety homolog 3 OS=Mus musculus GN=Ttyh3 PE=1 SV=1
Q922B2|SYDC_MOUSE,1.17,149.84,157.362,148.936,1,0.95,15,9,8,Carbamidomethylation; TMT6plex,57147,Aspartate--tRNA ligase  cytoplasmic OS=Mus musculus GN=Dars PE=1 SV=2
Q60854|SPB6_MOUSE,1.02,149.68,111.454,109.669,1,0.98,16,7,6,Carbamidomethylation; TMT6plex,42599,Serpin B6 OS=Mus musculus GN=Serpinb6 PE=1 SV=1
P42125|ECI1_MOUSE,1.41,149.6,89.488,85.845,1,0.96,17,5,4,TMT6plex,32250,Enoyl-CoA delta isomerase 1  mitochondrial OS=Mus musculus GN=Eci1 PE=1 SV=2
P50571|GBRB1_MOUSE,2.06,149.41,6.763,8.615,1,1.27,3,7,1,TMT6plex,54100,Gamma-aminobutyric acid receptor subunit beta-1 OS=Mus musculus GN=Gabrb1 PE=1 SV=1
tr|E9QMC2|E9QMC2_MOUSE,3.86,149.36,57.474,56.043,1,0.98,6,7,6,TMT6plex,128270,Metabotropic glutamate receptor 5 OS=Mus musculus GN=Grm5 PE=1 SV=1
Q3UVX5|GRM5_MOUSE,3.86,149.36,57.474,56.043,1,0.98,6,7,6,TMT6plex,131865,Metabotropic glutamate receptor 5 OS=Mus musculus GN=Grm5 PE=1 SV=2
Q9CQ62|DECR_MOUSE,2.25,149.34,64.54,71.706,1,1.11,20,7,5,Carbamidomethylation; TMT6plex,36214,2 4-dienoyl-CoA reductase  mitochondrial OS=Mus musculus GN=Decr1 PE=1 SV=1
Q9D3A9|TTYH1_MOUSE,2.62,149.32,79.997,78.798,1,0.99,8,4,3,TMT6plex,49032,Protein tweety homolog 1 OS=Mus musculus GN=Ttyh1 PE=1 SV=1
tr|A0A0U1RPU8|A0A0U1RPU8_MOUSE,2.62,149.32,79.997,78.798,1,0.99,10,4,3,TMT6plex,38906,Protein tweety homolog OS=Mus musculus GN=Ttyh1 PE=1 SV=1
P35762|CD81_MOUSE,5.06,149.31,60.425,60.248,1,1.00,28,3,3,Carbamidomethylation; TMT6plex,25815,CD81 antigen OS=Mus musculus GN=Cd81 PE=1 SV=2
tr|A2BE93|A2BE93_MOUSE,2.04,149.23,238.476,212.701,1,0.89,17,3,3,TMT6plex; Deamidation (NQ),24924,Protein SET (Fragment) OS=Mus musculus GN=Set PE=1 SV=1
Q9EQU5|SET_MOUSE,2.04,149.23,238.476,212.701,1,0.89,13,3,3,TMT6plex; Deamidation (NQ),33378,Protein SET OS=Mus musculus GN=Set PE=1 SV=1
tr|E9Q852|E9Q852_MOUSE,0.81,149.17,97.081,102.343,1,1.05,4,7,7,TMT6plex,204524,Afadin OS=Mus musculus GN=Afdn PE=1 SV=2
Q9QZQ1|AFAD_MOUSE,0.81,149.17,97.081,102.343,1,1.05,4,7,7,TMT6plex,206497,Afadin OS=Mus musculus GN=Afdn PE=1 SV=3
tr|E9Q9C3|E9Q9C3_MOUSE,0.81,149.17,97.081,102.343,1,1.05,4,7,7,TMT6plex,207311,Afadin OS=Mus musculus GN=Afdn PE=1 SV=1
tr|A0A1B0GSI7|A0A1B0GSI7_MOUSE,2.13,149.1,26.256,28.219,1,1.07,3,4,3,Carbamidomethylation; TMT6plex,149165,Collagen alpha-1(IV) chain OS=Mus musculus GN=Col4a1 PE=1 SV=1
P02463|CO4A1_MOUSE,2.13,149.1,26.256,28.219,1,1.07,3,4,3,Carbamidomethylation; TMT6plex,160679,Collagen alpha-1(IV) chain OS=Mus musculus GN=Col4a1 PE=1 SV=4
Q9QUR7|PIN1_MOUSE,4.07,149.08,130.612,125.845,1,0.96,35,5,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),18370,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus GN=Pin1 PE=1 SV=1
P62774|MTPN_MOUSE,3.36,148.91,296.572,267.309,1,0.90,42,6,5,TMT6plex; Deamidation (NQ),12861,Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2
tr|G3XA17|G3XA17_MOUSE,1.66,148.85,48.445,49.641,1,1.02,4,7,4,TMT6plex; Deamidation (NQ),102100,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=1
Q62448|IF4G2_MOUSE,1.66,148.85,48.445,49.641,1,1.02,4,7,4,TMT6plex; Deamidation (NQ),102105,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=2
P54923|ADPRH_MOUSE,3.4,148.83,71.16,79.867,1,1.12,16,5,5,Carbamidomethylation; TMT6plex,40068,[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=1 SV=1
tr|E9Q175|E9Q175_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,144773,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9Q3L1|E9Q3L1_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,145805,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9PVU0|E9PVU0_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,146307,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9Q174|E9Q174_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,148145,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|V9GXM4|V9GXM4_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,148423,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|V9GX76|V9GX76_MOUSE,1.1,148.82,9.348,8.264,1,0.88,0,4,1,TMT6plex,149229,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
Q91YR1|TWF1_MOUSE,1.35,148.72,93.716,96.526,1,1.03,11,6,4,TMT6plex,40079,Twinfilin-1 OS=Mus musculus GN=Twf1 PE=1 SV=2
Q9D880|TIM50_MOUSE,1.15,148.64,128.187,132.863,1,1.04,8,4,3,TMT6plex; Deamidation (NQ),39776,Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus GN=Timm50 PE=1 SV=1
O70439|STX7_MOUSE,4.59,148.56,42.591,47.443,1,1.11,19,5,5,Carbamidomethylation; TMT6plex,29821,Syntaxin-7 OS=Mus musculus GN=Stx7 PE=1 SV=3
tr|Q8BH40|Q8BH40_MOUSE,4.59,148.56,42.591,47.443,1,1.11,19,5,5,Carbamidomethylation; TMT6plex,29737,Putative uncharacterized protein OS=Mus musculus GN=Stx7 PE=1 SV=1
tr|Q3TDT0|Q3TDT0_MOUSE,1.76,148.46,60.616,66.534,1,1.10,10,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),78272,Putative uncharacterized protein OS=Mus musculus GN=Trim3 PE=1 SV=1
Q9R1R2|TRIM3_MOUSE,1.76,148.46,60.616,66.534,1,1.10,10,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),80775,Tripartite motif-containing protein 3 OS=Mus musculus GN=Trim3 PE=1 SV=1
tr|D3YUY7|D3YUY7_MOUSE,1.76,148.46,60.616,66.534,1,1.10,10,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),80775,Tripartite motif protein 3  isoform CRA_a OS=Mus musculus GN=Trim3 PE=1 SV=2
tr|Q66L47|Q66L47_MOUSE,3.07,148.37,5.105,7.56,1,1.48,4,4,1,TMT6plex,51357,Guanine nucleotide binding protein  alpha stimulating  olfactory type OS=Mus musculus GN=Gnal PE=1 SV=1
Q8CGK7|GNAL_MOUSE,3.07,148.37,5.105,7.56,1,1.48,5,4,1,TMT6plex,44309,Guanine nucleotide-binding protein G(olf) subunit alpha OS=Mus musculus GN=Gnal PE=1 SV=1
tr|F8WJ41|F8WJ41_MOUSE,0.99,148.34,373.076,349.33,1,0.94,36,5,5,TMT6plex,12311,40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=1
P62245|RS15A_MOUSE,0.99,148.34,373.076,349.33,1,0.94,30,5,5,TMT6plex,14840,40S ribosomal protein S15a OS=Mus musculus GN=Rps15a PE=1 SV=2
Q9CWE0|MFR1L_MOUSE,1.54,148.03,38.587,37.611,1,0.97,14,4,3,Carbamidomethylation; TMT6plex,31726,Mitochondrial fission regulator 1-like OS=Mus musculus GN=Mtfr1l PE=1 SV=1
O35382|EXOC4_MOUSE,5.55,147.98,41.985,37.729,1,0.90,5,7,5,TMT6plex,110545,Exocyst complex component 4 OS=Mus musculus GN=Exoc4 PE=1 SV=2
tr|D3Z0L4|D3Z0L4_MOUSE,1.81,147.81,24.853,28.542,1,1.15,4,7,1,TMT6plex,22452,MICOS complex subunit (Fragment) OS=Mus musculus GN=Chchd3 PE=1 SV=1
tr|S4R1P5|S4R1P5_MOUSE,2.34,147.72,17.515,14.08,1,0.80,0,15,2,TMT6plex; Deamidation (NQ),870551,Dystonin OS=Mus musculus GN=Dst PE=1 SV=1
P20065|TYB4_MOUSE,1.37,147.59,1.37E+03,1.43E+03,1,1.04,48,8,7,TMT6plex; Deamidation (NQ),5679,Thymosin beta-4 OS=Mus musculus GN=Tmsb4x PE=1 SV=1
tr|Z4YK85|Z4YK85_MOUSE,5.24,147.53,27.899,32.674,1,1.17,2,5,3,Carbamidomethylation; TMT6plex,204952,Agrin OS=Mus musculus GN=Agrn PE=1 SV=1
A2ASQ1|AGRIN_MOUSE,5.24,147.53,27.899,32.674,1,1.17,2,5,3,Carbamidomethylation; TMT6plex,207537,Agrin OS=Mus musculus GN=Agrn PE=1 SV=1
tr|M0QWP1|M0QWP1_MOUSE,5.24,147.53,27.899,32.674,1,1.17,2,5,3,Carbamidomethylation; TMT6plex,216647,Agrin OS=Mus musculus GN=Agrn PE=1 SV=1
P62889|RL30_MOUSE,2.34,147.35,227.645,228.774,1,1.00,63,6,6,Carbamidomethylation; TMT6plex,12784,60S ribosomal protein L30 OS=Mus musculus GN=Rpl30 PE=1 SV=2
P63141|KCNA2_MOUSE,1.44,147.22,19.589,24.029,1,1.23,3,5,1,TMT6plex,56701,Potassium voltage-gated channel subfamily A member 2 OS=Mus musculus GN=Kcna2 PE=1 SV=1
Q9QZS3|NUMB_MOUSE,2.32,147.05,25.172,28.307,1,1.12,4,6,2,TMT6plex,70813,Protein numb homolog OS=Mus musculus GN=Numb PE=1 SV=1
P26231|CTNA1_MOUSE,1.23,146.95,21.997,20.381,1,0.93,4,10,3,TMT6plex,100106,Catenin alpha-1 OS=Mus musculus GN=Ctnna1 PE=1 SV=1
Q5SYD0|MYO1D_MOUSE,2.91,146.54,80.667,82.3,1,1.02,9,14,9,TMT6plex; Deamidation (NQ),116081,Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1
Q9WV98|TIM9_MOUSE,0.96,146.53,313.05,325.652,1,1.04,71,6,6,Carbamidomethylation; TMT6plex,10344,Mitochondrial import inner membrane translocase subunit Tim9 OS=Mus musculus GN=Timm9 PE=1 SV=1
Q922H2|PDK3_MOUSE,2.39,146.51,54.299,61.904,1,1.14,17,5,5,TMT6plex,47923,[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3  mitochondrial OS=Mus musculus GN=Pdk3 PE=1 SV=1
tr|A0A0N4SUV3|A0A0N4SUV3_MOUSE,2.93,145.82,94.465,86.666,1,0.92,28,3,2,TMT6plex; Oxidation (M); Deamidation (NQ),12547,Vesicle-associated membrane protein 1 (Fragment) OS=Mus musculus GN=Vamp1 PE=1 SV=1
Q62442|VAMP1_MOUSE,2.93,145.82,94.465,86.666,1,0.92,28,3,2,TMT6plex; Oxidation (M); Deamidation (NQ),12890,Vesicle-associated membrane protein 1 OS=Mus musculus GN=Vamp1 PE=1 SV=1
tr|D3YTU0|D3YTU0_MOUSE,2.93,145.82,94.465,86.666,1,0.92,19,3,2,TMT6plex; Oxidation (M); Deamidation (NQ),18735,Vesicle-associated membrane protein 1 OS=Mus musculus GN=Vamp1 PE=1 SV=1
P39447|ZO1_MOUSE,2.5,145.74,50.168,44.498,1,0.89,3,7,5,TMT6plex,194740,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2
P50114|S100B_MOUSE,10.1,145.71,79.678,72.146,1,0.91,40,2,2,TMT6plex; Oxidation (M),10728,Protein S100-B OS=Mus musculus GN=S100b PE=1 SV=2
tr|Q5ND50|Q5ND50_MOUSE,2.22,145.71,83.092,73.113,1,0.88,16,6,3,TMT6plex,29341,Adapter molecule crk OS=Mus musculus GN=Crk PE=1 SV=2
P61358|RL27_MOUSE,8.75,145.52,377.638,543.408,1,1.44,49,8,8,TMT6plex,15798,60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=1 SV=2
Q6ZPQ6|PITM2_MOUSE,5.71,145.47,50.04,39.663,1,0.79,3,6,4,TMT6plex,148035,Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus GN=Pitpnm2 PE=1 SV=2
tr|E9PYJ7|E9PYJ7_MOUSE,5.71,145.47,50.04,39.663,1,0.79,3,6,4,TMT6plex,147624,Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus GN=Pitpnm2 PE=1 SV=1
Q9WUM3|COR1B_MOUSE,0.69,145.29,365.786,349.564,1,0.96,19,9,9,Carbamidomethylation; TMT6plex,53912,Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1
P14131|RS16_MOUSE,1.25,145.1,336.148,319.22,1,0.95,44,7,7,TMT6plex,16445,40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=4
P45952|ACADM_MOUSE,1.56,144.99,83.076,84.395,1,1.02,16,6,6,TMT6plex,46481,Medium-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Mus musculus GN=Acadm PE=1 SV=1
tr|E9Q3M9|E9Q3M9_MOUSE,4.6,144.92,69.485,63.633,1,0.92,7,8,6,TMT6plex; Deamidation (NQ),125910,RIKEN cDNA 2010300C02 gene OS=Mus musculus GN=2010300C02Rik PE=1 SV=1
Q99M71|EPDR1_MOUSE,0.58,144.88,113.719,112.365,1,0.99,30,6,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),25485,Mammalian ependymin-related protein 1 OS=Mus musculus GN=Epdr1 PE=1 SV=1
Q5XJY5|COPD_MOUSE,1.05,144.79,36.242,37.406,1,1.03,8,5,4,TMT6plex,57230,Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2
Q9CPW4|ARPC5_MOUSE,1.5,144.79,205.361,193.229,1,0.94,43,6,6,TMT6plex; Deamidation (NQ),16288,Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=1 SV=3
P62267|RS23_MOUSE,0.82,144.76,163.871,155.984,1,0.95,15,4,2,TMT6plex,15808,40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=1 SV=3
Q68FL6|SYMC_MOUSE,2.47,144.66,90.685,88.19,1,0.97,7,9,6,TMT6plex,101431,Methionine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Mars PE=1 SV=1
tr|E9QB02|E9QB02_MOUSE,2.47,144.66,90.685,88.19,1,0.97,7,9,6,TMT6plex,102373,Methionine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Mars PE=1 SV=1
Q9D0L7|ARM10_MOUSE,2.2,144.61,83.108,76.732,1,0.92,15,5,4,TMT6plex,33311,Armadillo repeat-containing protein 10 OS=Mus musculus GN=Armc10 PE=1 SV=1
Q61735|CD47_MOUSE,1.79,144.33,405.33,380.392,1,0.94,12,6,3,TMT6plex; Deamidation (NQ),33098,Leukocyte surface antigen CD47 OS=Mus musculus GN=Cd47 PE=1 SV=2
Q9CQD1|RAB5A_MOUSE,0.36,144.31,61.35,59.706,1,0.97,12,6,2,TMT6plex,23599,Ras-related protein Rab-5A OS=Mus musculus GN=Rab5a PE=1 SV=1
tr|A2AN84|A2AN84_MOUSE,2.64,144.29,46.148,51.428,1,1.11,6,3,2,TMT6plex,50536,55 kDa erythrocyte membrane protein OS=Mus musculus GN=Mpp1 PE=1 SV=1
tr|B7ZCL8|B7ZCL8_MOUSE,2.64,144.29,46.148,51.428,1,1.11,6,3,2,TMT6plex,49784,55 kDa erythrocyte membrane protein OS=Mus musculus GN=Mpp1 PE=1 SV=1
P70290|EM55_MOUSE,2.64,144.29,46.148,51.428,1,1.11,5,3,2,TMT6plex,52227,55 kDa erythrocyte membrane protein OS=Mus musculus GN=Mpp1 PE=1 SV=1
tr|A0A087WQE6|A0A087WQE6_MOUSE,0.85,144.08,190.095,190.504,1,1.00,66,5,5,Carbamidomethylation; TMT6plex,10657,Elongin-C (Fragment) OS=Mus musculus GN=Eloc PE=1 SV=1
P83940|ELOC_MOUSE,0.85,144.08,190.095,190.504,1,1.00,56,5,5,Carbamidomethylation; TMT6plex,12473,Elongin-C OS=Mus musculus GN=Eloc PE=1 SV=1
tr|A0A087WNT1|A0A087WNT1_MOUSE,0.85,144.08,190.095,190.504,1,1.00,47,5,5,Carbamidomethylation; TMT6plex,14940,Elongin-C OS=Mus musculus GN=Eloc PE=1 SV=1
Q3UVL4|VPS51_MOUSE,1.86,143.9,29.925,29.597,1,0.99,4,4,3,TMT6plex; Deamidation (NQ),86187,Vacuolar protein sorting-associated protein 51 homolog OS=Mus musculus GN=Vps51 PE=1 SV=2
tr|A2CG35|A2CG35_MOUSE,5.98,143.85,59.723,43.047,1,0.72,14,8,4,Carbamidomethylation; TMT6plex,32238,Ras-related protein Rab-12 OS=Mus musculus GN=Rab12 PE=1 SV=1
tr|I7HLV2|I7HLV2_MOUSE,0.84,143.76,90.972,86.651,1,0.95,20,5,5,Carbamidomethylation; TMT6plex; Oxidation (M),23072,60S ribosomal protein L10 (Fragment) OS=Mus musculus GN=Rpl10 PE=1 SV=1
Q6ZWV3|RL10_MOUSE,0.84,143.76,90.972,86.651,1,0.95,19,5,5,Carbamidomethylation; TMT6plex; Oxidation (M),24604,60S ribosomal protein L10 OS=Mus musculus GN=Rpl10 PE=1 SV=3
P62918|RL8_MOUSE,1.08,143.71,296.301,286.547,1,0.97,19,6,6,TMT6plex,28025,60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=1 SV=2
O08585|CLCA_MOUSE,2.78,143.68,1.77E+03,1.61E+03,1,0.91,22,11,9,TMT6plex,25604,Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=2
tr|B1AWD8|B1AWD8_MOUSE,2.78,143.68,1.77E+03,1.61E+03,1,0.91,22,11,9,TMT6plex,25661,Clathrin light chain OS=Mus musculus GN=Clta PE=1 SV=1
tr|B1AWD9|B1AWD9_MOUSE,2.78,143.68,1.77E+03,1.61E+03,1,0.91,21,11,9,TMT6plex,27062,Clathrin light chain OS=Mus musculus GN=Clta PE=1 SV=1
Q6GQS1|SCMC3_MOUSE,1.41,143.47,71.926,71.999,1,1.00,11,6,6,Carbamidomethylation; TMT6plex,52497,Calcium-binding mitochondrial carrier protein SCaMC-3 OS=Mus musculus GN=Slc25a23 PE=1 SV=1
tr|B1ATZ0|B1ATZ0_MOUSE,0.36,143.46,86.011,84.497,1,0.98,6,6,4,Carbamidomethylation; TMT6plex,85779,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=1
tr|B1ATZ1|B1ATZ1_MOUSE,0.36,143.46,86.011,84.497,1,0.98,6,6,4,Carbamidomethylation; TMT6plex,85907,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=1
Q99LI8|HGS_MOUSE,0.36,143.46,86.011,84.497,1,0.98,6,6,4,Carbamidomethylation; TMT6plex,86015,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=2
tr|Q3UMA3|Q3UMA3_MOUSE,0.36,143.46,86.011,84.497,1,0.98,6,6,4,Carbamidomethylation; TMT6plex,86143,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=1
Q06138|CAB39_MOUSE,0.67,143.43,180.779,181.17,1,1.00,14,8,6,TMT6plex,39843,Calcium-binding protein 39 OS=Mus musculus GN=Cab39 PE=1 SV=2
Q9D358|PPAC_MOUSE,2.42,143.38,197.481,170.797,1,0.86,32,4,4,Carbamidomethylation; TMT6plex,18192,Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus GN=Acp1 PE=1 SV=3
tr|D3Z5J3|D3Z5J3_MOUSE,0.56,143.33,34.439,33.289,1,0.97,5,6,3,TMT6plex; Deamidation (NQ),103978,Sorbin and SH3 domain-containing protein 1 OS=Mus musculus GN=Sorbs1 PE=1 SV=1
Q6PCP5|MFF_MOUSE,0.49,143.26,44.377,43.37,1,0.98,15,2,2,TMT6plex,32931,Mitochondrial fission factor OS=Mus musculus GN=Mff PE=1 SV=1
