Protein IDs,Frontal Cortex Expression Change,Hippocampus Expression Change,Cerebellum Expression Change,Heart Expression Change,Kidney Expression Change,Identified Peptides,Razor and Unique Peptides,Unique Peptides,Sequence Coverage [%],PEP,Mol. Weight [kDa],Chromosome,Strand,Chromosomal Position,Gene Names,Uniprot,Protein Names
IPI00331597,-0.34,-0.12,,,,10,1,1,40.7,4.75E-111,22.1,13,+,23646903,Hist1h1d;H1f3;mCG_50184,P43277;Q149Z9;Q3U292,"Histone H1.3;H1 VAR.4;H1d;Histone cluster 1, H1d;MCG50184;Putative uncharacterized protein"
IPI00331598;IPI00928498,-0.05,0.03,,,0.09,1,1,1,2.4,6.54E-06,42.4,10,+,59342374,Dnajb12;mCG_11302,Q9QYI4;Q8C4C9;Q8K037,"DnaJ homolog subfamily B member 12;Putative uncharacterized protein;DnaJ (Hsp40) homolog, subfamily B, member 12, isoform CRA_d;DnaJ (Hsp40) homolog, subfamily B, member 12;DnaJ (Hsp40) homolog, subfamily B, member 12, isoform CRA_b"
IPI00331628,-0.05,0.19,0.09,0.12,-0.02,28,28,28,49.3,5.49E-301,79.5,18,+,50287884,Hsd17b4;Edh17b4,P51660;Q3TT11;Q3UHW2,"Peroxisomal multifunctional enzyme type 2;D-bifunctional protein;17-beta-hydroxysteroid dehydrogenase 4;3-hydroxyacyl-CoA dehydrogenase;3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase;Putative uncharacterized protein"
IPI00331644;IPI00475256;IPI00849365,-0.1,-0.05,-0.09,0.11,0.15,6,6,6,22.4,5.22E-33,28.4,12,+,72075720,Psma3,O70435;Q58EV4;Q9DCD8;Q3TEL1,Proteasome subunit alpha type-3;Proteasome component C8;Macropain subunit C8;Multicatalytic endopeptidase complex subunit C8;Proteasome subunit K;Proteasome subunit alpha type;Putative uncharacterized protein
IPI00331654,0.46,-0.39,,,0.57,3,3,3,7.1,1.08E-20,60.5,7,+,29177981,Paf1,Q8K2T8,RNA polymerase II-associated factor 1 homolog
IPI00331692;IPI00114416,0.01,0.26,0.1,-0.05,-0.05,11,11,11,53.3,1.98E-179,32.3,17,+,24563639,Dci;mCG_12836,Q8QZV3;Q9DBN7;P42125,"Dci protein;Dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenyme A isomerase);Putative uncharacterized protein;3,2-trans-enoyl-CoA isomerase, mitochondrial;Dodecenoyl-CoA isomerase;Delta(3),Delta(2)-enoyl-CoA isomerase"
IPI00331704;IPI00122684;IPI00830694;IPI00830788;CON__P00924,0.02,0.04,-0.11,,-3.41,18,14,14,74.4,0.00E+00,47.3,6,-,124710073,Eno2;Eno-2;mCG_134291,P17183;Q3UJ20;Q545V3;Q922A0,Gamma-enolase;2-phospho-D-glycerate hydro-lyase;Neural enolase;Neuron-specific enolase;Enolase 2;Enolase
IPI00331707;IPI00459269,0.26,0.35,-0.22,-0.41,0,9,9,9,23.3,2.91E-38,57.6,NT_110857,-,114527,Hmgcs1,Q8JZK9;Q3UJ70;Q3UJQ2;Q3UKE7;Q3UWQ9;Q8K0I5,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic;3-hydroxy-3-methylglutaryl coenzyme A synthase;Putative uncharacterized protein;3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1"
IPI00331710;IPI00857619,,,,,,20,2,2,45.6,2.65E-171,68.7,3,+,35964990,Acad9,Q8JZN5,"Acyl-CoA dehydrogenase family member 9, mitochondrial"
IPI00331734;IPI00555055;IPI00919098;IPI00651852;IPI00320149;IPI00918450;IPI00654026,-0.18,0.17,0.22,-0.07,-0.03,4,4,4,74.2,2.15E-32,13.6,11;3,+,137527553,H2afz;H2az;H2afv;H2av;mCG_121516;RP23-74L9.1-002,P0C0S6;Q3THW5;B2RVP5;Q3UA95;Q5NC91;Q8R029;Q3TFU6,Histone H2A.Z;Histone H2A.V;H2A.F/Z;Histone H2A
IPI00331745,-0.1,0.01,0.01,,0.82,3,3,3,18.5,2.05E-54,25.5,3,-,67261921,Lxn;mCG_4347,P70202;Q14BZ3,"Latexin;Endogenous carboxypeptidase inhibitor;Tissue carboxypeptidase inhibitor;Latexin, isoform CRA_b"
IPI00336198;IPI00677198;IPI00659186,-0.02,-0.07,0.04,0.05,0.11,12,12,12,20.6,8.64E-125,76,9,+,119804013,Wdr48;Kiaa1449;Uaf1,Q8BH57-1;Q8BH57;Q8BH57-2;Q8BH57-3,WD repeat-containing protein 48;USP1-associated factor 1
IPI00336231;IPI00466750,,0.09,,,-0.18,4,4,4,7.6,4.39E-12,85.5,15,+,12134840,Mtmr12;Kiaa1682,Q80TA6-1;Q80TA6;Q80TA6-2,Myotubularin-related protein 12
IPI00336247;IPI00649449,0.01,0.02,0,,,5,5,5,8.3,9.38E-45,89.1,4,-,141316105,Dnajc16;Kiaa0962;RP23-395H4.2-001;mCG_19985,Q80TN4;A2AS90,"DnaJ homolog subfamily C member 16;DnaJ (Hsp40) homolog, subfamily C, member 16;DnaJ (Hsp40) homolog, subfamily C, member 16, isoform CRA_a"
IPI00336268;IPI00410816,-0.15,-0.18,0.05,,,8,8,8,20.9,1.18E-200,48.8,12,+,36883740,Ankmy2,Q3TPE9-1;Q3TPE9;Q3TPE9-2,Ankyrin repeat and MYND domain-containing protein 2
IPI00336291;IPI00894600,0.07,-0.07,-0.08,,,7,7,7,10.5,2.92E-67,130.3,5,-,144956222,Tecpr1;Kiaa1358,Q80VP0-1;Q80VP0;Q80VP0-2,Tectonin beta-propeller repeat-containing protein 1
IPI00336313,0.04,-0.08,-0.08,-0.22,-0.05,20,20,12,26,1.07E-137,123,6,+,4853320,Ppp1r9a;Neurabin;mCG_141520;mKIAA1222,Q3UUK5;Q3UXW4;Q7TN74;Q7TSA7;Q80TH3;Q8BMP0,"Putative uncharacterized protein;Neurabin I;Neural tissue-specific F-actin binding protein;Protein phosphatase 1, regulatory (Inhibitor) subunit 9A, isoform CRA_c;Ppp1r9a protein;MKIAA1222 protein"
IPI00336318,-0.01,-0.01,-0.04,-0.18,0.08,11,11,8,29.3,9.66E-116,47.3,11,-,97576474,Pip4k2b;Pip5k2b;RP23-94N18.9-001;mCG_13226;pipk type II beta,Q80XI4;Q3UJ95;Q91XU2,"Phosphatidylinositol-5-phosphate 4-kinase type-2 beta;Phosphatidylinositol-5-phosphate 4-kinase type II beta;1-phosphatidylinositol-5-phosphate 4-kinase 2-beta;PtdIns(5)P-4-kinase isoform 2-beta;Diphosphoinositide kinase 2-beta;Phosphatidylinositol-5-phosphate 4-kinase, type II, beta;Putative uncharacterized protein;Phosphatidylinositol-4-phosphate 5-kinase, type II, beta;Phosphatidyl inositol phosphate kinase type II beta"
IPI00336324;IPI00649695;REV__IPI00761640,-0.03,0.02,-0.05,-0.06,-0.09,19,19,18,65.6,2.45E-290,36.5,11,-,21457250,Mdh1;Mor2,P14152,"Malate dehydrogenase, cytoplasmic;Cytosolic malate dehydrogenase"
IPI00336362,-0.33,,,,-0.47,14,5,5,30.7,1.88E-295,54.6,19,-,20767443,Aldh1a7;Aldh-pb;mCG_9319,O35945;B2RTL5,"Aldehyde dehydrogenase, cytosolic 1;ALDH class 1;ALHDII;ALDH-E1;Aldehyde dehydrogenase family 1 member A7;Aldehyde dehydrogenase phenobarbital-inducible;Aldehyde dehydrogenase family 1, subfamily A7;MCG9319"
IPI00336509;IPI00648806,-0.1,-0.02,-0.11,,0.23,9,9,9,23.9,9.48E-135,54,11,-,57296502,Fam114a2,Q8VE88-1;Q8VE88;Q8VE88-2,Protein FAM114A2
IPI00336807;IPI00845769,-0.01,-0.07,0.08,-0.11,0.09,15,14,10,52.1,5.75E-101,38.2,9,-,114811071,Gpd1l;Kiaa0089;mCG_118014,Q3ULJ0-1;Q3ULJ0;B2RSR7;Q3ULJ0-2,"Glycerol-3-phosphate dehydrogenase 1-like protein;Glycerol-3-phosphate dehydrogenase 1-like;Glycerol-3-phosphate dehydrogenase 1-like, isoform CRA_b"
IPI00336870;IPI00648969,0.06,,-0.21,-0.28,-0.03,2,2,2,18.7,4.36E-37,15.8,11,+,59015988,Mrpl55,Q9CZ83-2;Q9CZ83;Q9CZ83-1,"39S ribosomal protein L55, mitochondrial"
IPI00336881,-0.49,0.23,0.01,-0.07,0.1,1,1,1,5.6,7.36E-35,29.6,17,+,35196030,Ddah2;mCG_15913,Q99LD8;A4FUQ8;O08972,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2;DDAHII;Dimethylargininase-2;Ddah2 protein;Putative uncharacterized protein;Dimethylarginine dimethylaminohydrolase 2, isoform CRA_a"
IPI00336958;IPI00889318;IPI00889311,,0.12,,,0.13,3,3,3,8.7,1.78E-10,48.3,2,+,83484643,Zc3h15;Dfrp1;2610312B22Rik;RP23-111F12.2-001;mCG_7873,Q3TIV5-1;Q3TIV5;B1B079,Zinc finger CCCH domain-containing protein 15;DRG family-regulatory protein 1;Epo-immediate response gene protein FM22;Zinc finger CCCH-type containing 15;RIKEN cDNA 2610312B22
IPI00337001;IPI00170303,,0.34,,,,3,3,3,10.1,2.71E-06,62,5,-,52924758,Lgi2;Kiaa1916;Lgi2b,Q8K4Z0-2;Q8K4Z0;Q50DZ7;Q8BYS1;Q8K4Z0-1,Leucine-rich repeat LGI family member 2;Leucine-rich glioma-inactivated protein 2;LGI2B brain-derived splice form;Putative uncharacterized protein
IPI00337844,-0.02,0.01,0.05,-0.03,-0.16,38,38,38,13.7,6.34E-266,341.1,10,+,57909600,Ranbp2,Q9ERU9;Q8BQK6,E3 SUMO-protein ligase RanBP2;Ran-binding protein 2;Putative uncharacterized protein
IPI00337893,0.02,0.03,-0.07,-0.01,-0.14,14,14,13,63.6,2.45E-226,43.2,X,-,156560152,Pdha1;Pdha-1;RP23-36P16.4-001;mCG_14551,P35486;Q3UFJ3,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial;PDHE1-A type I;Putative uncharacterized protein;Pyruvate dehydrogenase E1 alpha 1"
IPI00337930;IPI00874846;IPI00317134,-0.05,0.05,0.08,-0.04,0.28,58,58,57,32.5,0.00E+00,225.6,2,+,91366994,Ckap5;mKIAA0097,A2AGT5-1;A2AGT5;Q4V782;Q6PB55;Q80U79;Q8K250;A2AGT5-3;A2AGT5-2,Cytoskeleton-associated protein 5;Ckap5 protein;MKIAA0097 protein
IPI00337976;IPI00890871;IPI00337974;IPI00337978;IPI00337975;IPI00337977;IPI00626033,0.36,0.1,-0.15,,,9,4,4,5.7,7.24E-45,226.2,15,+,100701114,Scn8a;Nbna1,Q9WTU3-3;Q9WTU3;Q3TYI3;Q9WTU3-1;Q9WTU3-5;Q9WTU3-2;Q9WTU3-4,Sodium channel protein type 8 subunit alpha;Sodium channel protein type VIII subunit alpha;Voltage-gated sodium channel subunit alpha Nav1.6;Putative uncharacterized protein
IPI00337980,-0.08,0.21,0.08,0.12,0.03,6,6,6,34.7,8.74E-48,24.1,10,-,114726919,Rab21;mCG_5245;mKIAA0118,P35282;Q0PD35;Q6A0C7,"Ras-related protein Rab-21;Rab-12;Rab21;RAB21, member RAS oncogene family;MKIAA0118 protein"
IPI00338039,-0.21,-0.16,-0.13,,0.01,10,3,1,48.1,0.00E+00,49.9,13,-,34166170,Tubb2a;Tubb2,Q7TMM9;Q99J49,Tubulin beta-2A chain;Tubb2a protein
IPI00338094,-0.11,,,,,3,3,3,5.7,1.72E-61,115,1,+,59821481,Bmpr2,O35607;Q3UER5;Q3UG09;Q3UU71,Bone morphogenetic protein receptor type-2;Bone morphogenetic protein receptor type II;BMP type II receptor;BMPR-II;BRK-3;Putative uncharacterized protein
IPI00338270,,0.07,,,,5,5,5,13.3,4.51E-35,54.9,11,-,30829784,4933407N01Rik,Q8VEH8;Q3TRQ6;Q9CWA6,XTP3-transactivated gene B protein homolog;ER lectin;Putative uncharacterized protein
IPI00338302,,,,-0.15,0.19,8,8,8,20.6,5.70E-112,68.7,5,+,64484189,Pgm2,Q7TSV4,Phosphoglucomutase-2;Glucose phosphomutase 2
IPI00338309,0.12,-0.16,0.06,-0.12,-0.04,95,95,86,23.9,0.00E+00,564.8,13,-,11645370,Ryr2;RYR2;RyR2,O70181;Q60835;Q62174;Q62197;Q80ZZ5;Q9CTT8;Q9ERN6,Ryanodine receptor type 2;Cardiac ryanodine receptor;Ryr2 protein;Putative uncharacterized protein;Cardiac Ca2+ release channel
IPI00338327;IPI00136107;IPI00751809;IPI00660153,-0.01,-0.14,0.11,,0,5,4,4,13.7,8.44E-35,43,2,-,156753083,Ndrg3;RP24-482A24.9-002;Ndr3;RP24-482A24.9-001;RP24-482A24.9-004,Q8VCV2;Q9QYF9;Q544I1;Q8CBD0,N-myc downstream regulated gene 3;Ndrg3 protein;Protein NDRG3;Protein Ndr3;Putative uncharacterized protein
IPI00338458,0.19,-0.16,,,-0.14,5,5,5,9.8,2.07E-36,78,6,-,71830642,Ptcd3,Q14C51;Q3UK51;Q6NV85;Q8BSI7,"Pentatricopeptide repeat-containing protein 3, mitochondrial;Putative uncharacterized protein;Ptcd3 protein"
IPI00338536,0.02,0.03,-0.02,-0.08,-0.19,15,15,15,51.4,8.44E-165,31.8,4,+,140517304,Sdhb;RP23-183L1.3-001;mCG_9052;SDHB,Q9CQA3;A2AA77;Q0QEZ4;Q3TE45;Q9Z1Z5,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Iron-sulfur subunit of complex II;Succinate dehydrogenase complex, subunit B, iron sulfur (Ip);Succinate dehydrogenase complex, subunit B, iron sulfur (Ip), isoform CRA_f;Succinate dehydrogenase complex subunit B;Putative uncharacterized protein;Succinate dehydrogenase Ip subunit"
IPI00338604;IPI00626176;IPI00928043;IPI00119007;IPI00928489;IPI00928330;IPI00928294,,,,,,95,1,1,57.7,0.00E+00,232.5,11,+,68505417,Myh10;RP23-396M19.2-002,Q5SV64,"Myosin, heavy polypeptide 10, non-muscle"
IPI00338717;IPI00274747;IPI00938510,0.02,-0.02,-0.14,0.06,-0.02,20,20,20,30.5,3.34E-163,92.1,3,+,102824530,Csde1;D3Jfr1;mKIAA0885,Q80TP8;Q91W50;Q3TXH7;Q3U1S6;Q3U4S7;Q05C63;Q3U672;Q3UJ74;Q8JZN2;Q8R3R1,MKIAA0885 protein;Cold shock domain-containing protein E1;Putative uncharacterized protein;Csde1 protein
IPI00338743;IPI00890157;IPI00653802;IPI00653640,0,0.03,,,,4,4,4,12,2.82E-08,40.7,1,+,7079231,Pcmtd1;mCG_2001,P59913;Q3TGS5;Q3TSP0;Q6P1Z6,"Protein-L-isoaspartate O-methyltransferase domain-containing protein 1;Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1;Putative uncharacterized protein;Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1, isoform CRA_a"
IPI00338745;IPI00761431;IPI00919176,,,0.44,,-0.16,2,2,2,40.6,7.55E-134,10.2,16,-,96343196,Hmgn1;Hmg-14;Hmg14,P18608;Q8CEW1,Non-histone chromosomal protein HMG-14;High-mobility group nucleosome-binding domain-containing protein 1;Putative uncharacterized protein
IPI00338762,-0.09,0.25,,-0.1,0.15,12,12,12,59.5,5.40E-52,35,17,-,53968962,Sult1c2;Sult1c1,Q9D939,Sulfotransferase 1C2
IPI00338785;IPI00828978,-0.11,-0.07,0.01,-0.14,0.21,34,34,34,25.1,2.58E-260,202.4,12,+,31950159,Lamb1-1;Lamb-1,P02469;B9EKB0;Q0V927;Q3TNZ8;Q3UHL7;Q3UR38;Q8K271;Q9CRX6,Laminin subunit beta-1;Laminin B1 subunit 1;Lamb1-1 protein;Putative uncharacterized protein
IPI00338823;IPI00262094;IPI00338822;IPI00338821,-0.31,0.05,,,,3,3,2,3.6,3.24E-08,111,6,+,149357506,Bicd1;RP23-403F3.1-002;RP23-403F3.1-001;mCG_17787;mKIAA4125;RP23-403F3.1-003,Q8BR07-4;Q8BR07;B2KG46;Q8BR07-1;B2KG44;Q5DTM3;Q8BR07-3;B2KG45;Q8BR07-2,Protein bicaudal D homolog 1;Bicaudal D homolog 1 (Drosophila);MKIAA4125 protein
IPI00338854,-0.17,0.06,-0.06,,-0.06,12,2,2,35,9.07E-163,40.5,3,-,107910199,Gnai3,Q9DC51;Q3TJH1,Guanine nucleotide-binding protein G(k) subunit alpha;G(i) alpha-3;Putative uncharacterized protein
IPI00338889,,0.8,,,,2,1,1,7,3.92E-05,39.9,5,+,138187420,Tsc22d4,Q99PD5,Leucine zipper protein Thg-1pit
IPI00338954,,,,,,4,4,4,5.8,1.06E-07,135.6,10,-,8442017,Sash1;mKIAA0790,P59808;Q6ZQ46;Q8BRY6,SAM and SH3 domain-containing protein 1;MKIAA0790 protein;Putative uncharacterized protein
IPI00338963;IPI00857679,,-0.09,,,-0.19,3,3,3,5.7,1.30E-06,51,17,-,28536040,Fkbp5;Fkbp51;RP23-23B10.1-001;mCG_18519,Q64378;Q3TX72;Q4FJN2,FK506-binding protein 5;Peptidyl-prolyl cis-trans isomerase;51 kDa FK506-binding protein;FKBP-51;Putative uncharacterized protein;Fkbp5 protein;FK506 binding protein 5
IPI00338964,0.12,-0.05,-0.11,0.09,0.06,45,45,2,58.9,0.00E+00,114.9,5,-,122903531,Atp2a2;mKIAA4195;mCG_12168,O55143-1;O55143;Q5DTI2,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Calcium pump 2;Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform;SR Ca(2+)-ATPase 2;Endoplasmic reticulum class 1/2 Ca(2+) ATPase;MKIAA4195 protein;ATPase, Ca++ transporting, cardiac muscle, slow twitch 2, isoform CRA_b"
IPI00338998;IPI00886318,0.06,0.18,-0.04,,,9,9,9,25.4,8.87E-42,55.5,17,+,56125934,Fsd1,Q7TPM6-1;Q7TPM6;Q7TPM6-2,Fibronectin type III and SPRY domain-containing protein 1
IPI00339468;IPI00607914,-0.19,-0.03,0.01,0.18,0.03,23,23,1,25.6,0.00E+00,149.7,1,-,155302943,Dhx9;Ddx9,O70133-2;O70133;Q05BR6;Q3TEB2;Q3TF92;Q3UR42;O70133-3,ATP-dependent RNA helicase A;Nuclear DNA helicase II;DEAH box protein 9;Dhx9 protein;Putative uncharacterized protein
IPI00339500;IPI00867869;IPI00867884,0.02,0.15,,,,2,2,2,4.4,2.62E-06,84,4,-,107907004,Zyg11b;Kiaa1730,Q3UFS0-1;Q3UFS0;Q3UFS0-3;Q3UFS0-2,Protein zyg-11 homolog B
IPI00339535,-0.34,-0.27,,0.47,0.28,10,7,7,32.7,3.65E-40,42.8,1,-,162149305,Rabgap1l;Hhl;Kiaa0471,A6H6A9-3;A6H6A9;Q9CRQ7,RAB GTPase-activating protein 1-like;Putative uncharacterized protein
IPI00339693;IPI00856841,,-0.16,,,,4,4,4,5.2,4.86E-12,83.4,6,-,34830427,Wdr91,Q7TMQ7,WD repeat-containing protein 91
IPI00339885,0.04,0.02,-0.17,0.75,0.77,14,14,14,19.1,3.32E-195,108.5,10,-,76171537,Col6a1,Q04857;B0LAD9;Q8C6Y0;Q99LW4,Collagen alpha-1(VI) chain;Procollagen type VI alpha 1;Putative uncharacterized protein;Col6a1 protein
IPI00340105;IPI00761802,,,,,,5,5,5,6.4,3.67E-22,114.9,12,-,67572176,Mdga2;Mamdc1,B2RQF5;Q3UV20;P60755,Mdga2 protein;Putative uncharacterized protein;MAM domain-containing glycosylphosphatidylinositol anchor protein 2;MAM domain-containing protein 1
IPI00340503,,,,,,1,1,1,6.6,1.04E-14,40.5,4,-,19805214,Atp6v0d2,Q80SY3,V-type proton ATPase subunit d 2;Vacuolar proton pump subunit d 2;Osteoclast-specific vacuolar ATP synthase
IPI00340519;IPI00885470;IPI00885388,0.09,-0.01,0.04,0.19,0.91,7,7,6,29.2,1.81E-119,30.2,3,+,97462135,Prkab2,Q6PAM0;Q7TQI6,5'-AMP-activated protein kinase subunit beta-2;Prkab2 protein
IPI00340529,-0.19,-0.06,0.39,-0.28,0.11,4,4,4,6.5,1.72E-32,100.6,1,-,54454425,Gtf3c3;AL022818,Q3TMP1,"General transcription factor IIIC, polypeptide 3;Putative uncharacterized protein"
IPI00340860;IPI00850110;IPI00850587;IPI00831552,-0.24,-0.1,0.25,,0.06,5,5,5,11.6,1.29E-20,64.8,3,-,127239636,Larp7;D3Wsu161e,Q05CL8-1;Q05CL8;A3KML4,La-related protein 7;La ribonucleoprotein domain family member 7;Larp7 protein
IPI00341282,0,0.01,-0.13,0.01,-0.19,13,13,13,58.2,4.10E-282,28.9,3,-,105745616,Atp5f1;mCG_10745,Q9CQQ7;Q3TJD4;Q3UF04;Q5I0W0;Q64218,"ATP synthase subunit b, mitochondrial;Putative uncharacterized protein;ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1;ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1, isoform CRA_a;ATP synthase b chain homolog"
IPI00341322;IPI00648743,0.13,0.05,-0.16,-0.04,-0.32,3,3,3,34.4,2.69E-13,15.5,4,-,40217696,Ndufb6;Gm137;RP23-9F23.5-001;mCG_9810;RP23-9F23.5-002,Q3UIU2;A2AP31;A2AP32,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6;NADH-ubiquinone oxidoreductase B17 subunit;Complex I-B17;NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 6;MCG9810"
IPI00341333,,,,,,5,1,1,35,4.80E-11,18.9,,,,,,
IPI00341379,0.11,,,,,1,1,1,1,4.98E-08,134.2,9,-,96585842,Zbtb38,Q3LR78,CtBP-interacting BTB zinc finger protein
IPI00341550,0.12,-0.52,,-0.07,-0.38,2,2,2,8.8,1.06E-65,36.1,MT,+,2751,Mtnd1;mt-Nd1;Nd1;ND1,P03888;Q35033;Q3TNL9;Q4JFN6;Q8C1H5,NADH-ubiquinone oxidoreductase chain 1;NADH dehydrogenase subunit 1;Mitochondrial maternally transmitted antigen-alpha (Mta-alpha)
IPI00341621;IPI00649002;IPI00649243,-0.05,0,,,-0.14,13,13,4,39.9,6.47E-269,46.1,4,-,49459977,Acnat1,A2AKK5-1;A2AKK5;A2AKK5-2,Acyl-coenzyme A amino acid N-acyltransferase 1
IPI00341643;IPI00459484;IPI00111741,0.16,-0.02,,,,3,3,3,7,1.88E-13,70.3,4,-,82866205,Ttc39b;1810054D07Rik;mCG_8982,Q8BYY4-1;Q8BYY4;B2RX73;Q8BYY4-2,Tetratricopeptide repeat protein 39B;Putative uncharacterized protein;Tetratricopeptide repeat domain 39B
IPI00341869;IPI00875965;IPI00928108,-0.17,-0.04,0.01,,0.13,8,8,8,46.6,1.35E-118,26.3,1,+,133807111,Nucks1;Nucks,Q80XU3,Nuclear ubiquitous casein and cyclin-dependent kinases substrate;JC7
IPI00341975;IPI00886348;IPI00653888;IPI00886276,,,,,,1,1,1,2.3,2.56E-04,87.7,5,-,138172111,6430598A04Rik,Q6PFX7-1;Q6PFX7;Q6PFX7-2;Q3URQ9;Q6PFX7-3,Uncharacterized protein C7orf51 homolog;Putative uncharacterized protein
IPI00342158;IPI00856220,-0.01,0.12,,-0.13,-0.16,6,6,6,4.6,9.01E-12,204.1,6,-,90963064,Nup210;Kiaa0906,Q9QY81;Q8C5C6,Nuclear pore membrane glycoprotein 210;Putative uncharacterized protein
IPI00342163;IPI00844738,,,,0.28,,9,9,9,13.4,1.17E-46,121.5,6,-,14663582,Ppp1r3a;Pp1g;mCG_1805,Q99MR9;Q32MS0,"Protein phosphatase 1 regulatory subunit 3A;Protein phosphatase 1 glycogen-associated regulatory subunit;Protein phosphatase type-1 glycogen targeting subunit;Protein phosphatase 1, regulatory (Inhibitor) subunit 3A"
IPI00342259;IPI00884467,0,0.04,-0.29,,,3,3,3,8.4,1.56E-15,66.7,15,-,44207617,Nudcd1,Q6PIP5;Q8BJK0,NudC domain-containing protein 1;Putative uncharacterized protein
IPI00342407;IPI00749717,-0.18,0.14,0.04,-0.11,,3,3,3,20,4.88E-52,20.8,2,+,93027705,Trp53i11;RP23-217C12.1-001;mCG_2260;RP23-217C12.1-003,Q3UQL4;Q4QQM4;A2AGS6,"Putative uncharacterized protein;Transformation related protein 53 inducible protein 11;Trp53 inducible protein 11, isoform CRA_b"
IPI00342603,0.14,0.15,-0.03,0.36,0,17,16,16,24.8,1.16E-263,116.6,,,,Ogdhl,B2RXT3,Ogdhl protein
IPI00342749;IPI00458807;IPI00828451;IPI00649741;IPI00650019,0.18,-0.21,,,,4,4,4,6.1,2.10E-10,62.4,4,-,129303328,Txlna;Txln;RP23-151A15.8-001;mCG_13544;RP23-151A15.8-003;RP23-151A15.8-004;RP23-151A15.8-005,Q6PAM1-1;Q6PAM1;Q3UD58;Q3UXT5;Q6PAM1-2;A2ADZ2;A2ADZ4;A2ADZ3,"Alpha-taxilin;Putative uncharacterized protein;Taxilin alpha;Taxilin alpha, isoform CRA_a"
IPI00342938,,,,,,1,1,1,2.9,2.46E-03,41.9,15,-,83377228,Mcat;Mt,Q8R3F5,"Malonyl CoA-acyl carrier protein transacylase, mitochondrial;Mitochondrial malonyltransferase"
IPI00343214,,0,0.14,0.06,,12,12,12,4.4,3.44E-71,480.1,11,-,55064111,Fat2;Fath2;RP24-239D8.6-001;mCG_1445;mKIAA0811,Q3V1D4;Q5F226;Q69ZY7,Putative uncharacterized protein;FAT tumor suppressor homolog 2 (Drosophila);MCG1445;MKIAA0811 protein
IPI00343249,-0.01,,,,0.29,3,3,3,2.9,6.64E-09,161.1,18,+,44994112,Ythdc2,B2RR83;Q3UST9,Probable ATP-dependent RNA helicase YTHDC2;Putative uncharacterized protein
IPI00343557;IPI00830440,0.04,0.02,-0.1,0.15,0.01,14,14,3,53.7,4.16E-156,32,5,+,31117127,Mapre3;EB3,Q6PER3;Q2UZW7,Microtubule-associated protein RP/EB family member 3;End-binding protein 3;EB1 protein family member 3;RP3;Microtubule-associated protein
IPI00344004,0.12,0.08,-0.11,-0.1,-0.16,6,6,6,41.6,3.43E-97,17.6,10,+,93661778,Ndufa12,Q7TMF3;Q5M9K5;Q8BME2,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;NADH-ubiquinone oxidoreductase subunit B17.2;Complex I-B17.2;NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 12;Putative uncharacterized protein"
IPI00344142;IPI00676177;IPI00875667,-0.07,-0.04,0.07,0.07,-0.01,8,8,4,49.4,6.83E-129,26,10,+,106708917,Lin7a;Mals1;Veli1;mCG_16980,Q8JZS0;Q3TUM0,"Lin-7 homolog A;Mammalian lin-seven protein 1;Vertebrate lin-7 homolog 1;Putative uncharacterized protein;MCG16980, isoform CRA_b"
IPI00344307;IPI00469776,,,,,-0.03,2,2,2,8.6,2.01E-78,47.7,6,+,17015192,Tes;mCG_11251,Q921W7;Q99L61;P47226-2;P47226;Q3ULB1,"Putative uncharacterized protein;Testis derived transcript;Putative uncharacterized protein Tes;Testis derived transcript, isoform CRA_a;Tes protein;Testin;TES1/TES2;Testis derived transcript, isoform CRA_b"
IPI00344567,,,,,,1,1,1,15.9,1.43E-03,12,2,+,144419819,Gm561;mCG_2918,Q3V460,"Putative uncharacterized protein;Gene model 561, (NCBI);MCG2918"
IPI00344626;IPI00387288,,,,,,1,1,1,2.7,3.05E-05,93.7,19,-,55143274,Gpam;Gpat1;mKIAA1560;mCG_18119,Q61586;Q69ZG4;Q8VCT2,"Glycerol-3-phosphate acyltransferase 1, mitochondrial;P90;MKIAA1560 protein;Glycerol-3-phosphate acyltransferase, mitochondrial;Putative uncharacterized protein;Glycerol-3-phosphate acyltransferase, mitochondrial, isoform CRA_a;Mitochondrial glycerol-3-phosphate acyltransferase"
