Accession,Significance (-10lgP),Coverage (%),#Peptides,#Unique,PTM,Adult_1 Area,Adult_2 Area,Adult_3 Area,Adult_4 Area,Old_1 Area,Old_2 Area,Old_3 Area,Old_4 Area,Sample Profile (Ratio),Adult Area,Old Area,Group Profile (Ratio),Avg. Mass,Description
Q9JKK7|TMOD2_MOUSE,3.46,12,3,3,,2.10E+05,1.23E+05,1.08E+05,9.67E+04,9.58E+04,2.37E+05,4.06E+05,1.31E+05,2.17:1.27:1.12:1.00:0.99:2.45:4.20:1.35,1.34E+05,2.28E+05,1.00:1.70,39511,Tropomodulin-2 OS=Mus musculus GN=Tmod2 PE=1 SV=2
Q9R1V7|ADA23_MOUSE,3.46,2,1,1,,3.72E+05,3.97E+05,4.55E+05,2.66E+05,2.70E+05,3.02E+05,3.11E+05,2.12E+05,1.40:1.49:1.71:1.00:1.01:1.14:1.17:0.80,3.72E+05,2.74E+05,1.00:0.73,91548,Disintegrin and metalloproteinase domain-containing protein 23 OS=Mus musculus GN=Adam23 PE=1 SV=1
Q62059|CSPG2_MOUSE,3.45,2,4,4,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.68E+06,1.47E+06,1.30E+06,1.60E+06,1.86E+06,1.55E+06,1.54E+06,2.17E+06,1.05:0.92:0.81:1.00:1.16:0.97:0.96:1.36,1.51E+06,1.78E+06,1.00:1.18,366788,Versican core protein OS=Mus musculus GN=Vcan PE=1 SV=2
P62855|RS26_MOUSE,3.45,8,1,1,,0,2.69E+05,2.36E+05,0,2.65E+05,3.79E+05,8.69E+05,2.93E+05,0:1.00:0.88:0:0.99:1.41:3.23:1.09,1.26E+05,4.52E+05,1.00:3.58,13015,40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3
Q8BH97|RCN3_MOUSE,3.43,10,3,2,,5.63E+04,6.11E+04,0,6.00E+04,4.23E+04,1.24E+05,3.37E+05,3.25E+04,0.94:1.02:0:1.00:0.70:2.06:5.61:0.54,5.07E+04,1.34E+05,1.00:2.64,38002,Reticulocalbin-3 OS=Mus musculus GN=Rcn3 PE=2 SV=1
O08795|GLU2B_MOUSE,3.41,1,1,1,,1.03E+05,1.58E+05,1.01E+05,1.19E+05,1.02E+05,1.41E+05,3.59E+05,9.58E+04,0.87:1.33:0.84:1.00:0.86:1.18:3.01:0.80,1.20E+05,1.75E+05,1.00:1.45,58793,Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh PE=1 SV=1
Q9WUK2|IF4H_MOUSE,3.4,3,1,1,,2.70E+05,2.13E+05,2.04E+05,2.31E+05,1.29E+05,1.64E+05,2.42E+05,1.67E+05,1.17:0.92:0.88:1.00:0.56:0.71:1.05:0.72,2.30E+05,1.76E+05,1.00:0.77,27341,Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3
O70439|STX7_MOUSE,3.4,6,1,1,,5.90E+04,0,7.93E+04,0,5.59E+04,7.33E+04,2.88E+05,9.38E+04,1.00:0:1.34:0:0.95:1.24:4.89:1.59,3.46E+04,1.28E+05,1.00:3.70,29821,Syntaxin-7 OS=Mus musculus GN=Stx7 PE=1 SV=3
O70503|DHB12_MOUSE,3.36,3,1,1,,2.30E+06,2.62E+06,2.75E+06,2.34E+06,2.84E+06,3.07E+06,2.81E+06,3.47E+06,0.98:1.12:1.18:1.00:1.21:1.31:1.20:1.48,2.50E+06,3.05E+06,1.00:1.22,34742,Estradiol 17-beta-dehydrogenase 12 OS=Mus musculus GN=Hsd17b12 PE=2 SV=1
P50247|SAHH_MOUSE,3.34,2,1,1,,6.07E+05,7.30E+05,7.38E+05,6.54E+05,7.81E+05,9.00E+05,1.05E+06,7.60E+05,0.93:1.12:1.13:1.00:1.19:1.38:1.61:1.16,6.82E+05,8.73E+05,1.00:1.28,47688,Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3
O70172|PI42A_MOUSE,3.3,6,2,2,,1.26E+05,2.81E+05,1.97E+05,1.74E+05,2.91E+05,3.76E+05,4.64E+05,1.36E+05,0.72:1.61:1.13:1.00:1.67:2.16:2.66:0.78,1.95E+05,3.43E+05,1.00:1.76,46152,Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha OS=Mus musculus GN=Pip4k2a PE=1 SV=1
P10922|H10_MOUSE,3.25,5,1,1,,1.30E+05,0,0,8.14E+04,0,3.97E+04,0,0,1.59:0:0:1.00:0:0.49:0:0,5.28E+04,9.92E+03,1.00:0.19,20861,Histone H1.0 OS=Mus musculus GN=H1f0 PE=2 SV=4
Q9CZX8|RS19_MOUSE,3.23,6,1,1,NEM_LysineArginine,0,0,3.27E+04,0,0,4.31E+04,1.13E+05,0,0:0:1.00:0:0:1.32:3.44:0,8.16E+03,3.89E+04,1.00:4.76,16085,40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3
Q9CQV8|1433B_MOUSE,3.22,52,14,5,Oxidation (M); NEM_LysineArginine,1.34E+06,1.79E+06,1.18E+06,1.29E+06,1.36E+06,1.51E+06,2.19E+06,1.44E+06,1.04:1.39:0.91:1.00:1.06:1.18:1.70:1.12,1.40E+06,1.63E+06,1.00:1.16,28086,14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3
P35278|RAB5C_MOUSE,3.21,20,4,2,,1.53E+05,2.33E+05,1.55E+05,1.37E+05,2.27E+05,1.62E+05,3.15E+05,2.26E+05,1.11:1.70:1.14:1.00:1.66:1.18:2.30:1.65,1.69E+05,2.33E+05,1.00:1.37,23412,Ras-related protein Rab-5C OS=Mus musculus GN=Rab5c PE=1 SV=2
Q9DC11|PXDC2_MOUSE,3.2,5,2,2,,3.11E+05,5.08E+05,3.28E+05,4.80E+05,5.53E+05,5.16E+05,5.30E+05,4.22E+05,0.65:1.06:0.68:1.00:1.15:1.07:1.10:0.88,4.07E+05,5.05E+05,1.00:1.24,59616,Plexin domain-containing protein 2 OS=Mus musculus GN=Plxdc2 PE=1 SV=1
Q9CQ65|MTAP_MOUSE,3.18,6,1,1,,2.38E+05,2.34E+05,1.88E+05,2.20E+05,3.23E+05,3.20E+05,3.34E+05,2.65E+05,1.08:1.06:0.85:1.00:1.47:1.45:1.52:1.20,2.25E+05,3.10E+05,1.00:1.38,31062,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus GN=Mtap PE=2 SV=1
Q9DAS9|GBG12_MOUSE,3.18,10,1,1,,2.82E+05,2.79E+05,2.70E+05,2.86E+05,2.40E+05,3.29E+05,5.48E+05,3.10E+05,0.99:0.98:0.94:1.00:0.84:1.15:1.92:1.09,2.79E+05,3.57E+05,1.00:1.28,7997,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus GN=Gng12 PE=1 SV=3
P46414|CDN1B_MOUSE,3.18,7,1,1,,2.22E+05,2.56E+05,1.73E+05,2.53E+05,1.56E+05,1.72E+05,2.11E+05,1.77E+05,0.88:1.01:0.68:1.00:0.62:0.68:0.83:0.70,2.26E+05,1.79E+05,1.00:0.79,22210,Cyclin-dependent kinase inhibitor 1B OS=Mus musculus GN=Cdkn1b PE=1 SV=1
Q8R3T5|STXB6_MOUSE,3.17,11,3,2,,6.96E+05,6.77E+05,6.82E+05,7.10E+05,7.84E+05,9.15E+05,1.39E+06,1.01E+06,0.98:0.95:0.96:1.00:1.10:1.29:1.95:1.43,6.91E+05,9.73E+05,1.00:1.41,23671,Syntaxin-binding protein 6 OS=Mus musculus GN=Stxbp6 PE=2 SV=1
Q78ZA7|NP1L4_MOUSE,3.16,3,1,1,NEM_LysineArginine,0,8.49E+04,0,0,0,1.58E+05,1.72E+05,8.94E+04,0:1.00:0:0:0:1.86:2.03:1.05,2.12E+04,1.05E+05,1.00:4.95,42679,Nucleosome assembly protein 1-like 4 OS=Mus musculus GN=Nap1l4 PE=1 SV=1
P61021|RAB5B_MOUSE,3.16,17,3,1,,4.72E+05,3.85E+05,4.78E+05,2.24E+05,4.35E+05,4.86E+05,5.61E+05,4.95E+05,2.10:1.72:2.13:1.00:1.94:2.17:2.50:2.21,3.90E+05,4.94E+05,1.00:1.27,23707,Ras-related protein Rab-5B OS=Mus musculus GN=Rab5b PE=1 SV=1
Q7TMK9|HNRPQ_MOUSE,3.14,2,1,1,,1.30E+05,1.36E+05,1.28E+05,-,1.73E+05,2.26E+05,7.34E+05,1.85E+05,1.00:1.05:0.98:-:1.33:1.74:5.65:1.42,1.31E+05,3.30E+05,1.00:2.51,69633,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2
Q9CZU6|CISY_MOUSE,3.13,11,4,4,,5.90E+05,7.25E+05,7.49E+05,6.25E+05,6.10E+05,6.70E+05,1.04E+06,6.99E+05,0.94:1.16:1.20:1.00:0.98:1.07:1.66:1.12,6.72E+05,7.54E+05,1.00:1.12,51737,Citrate synthase  mitochondrial OS=Mus musculus GN=Cs PE=1 SV=1
Q8R180|ERO1A_MOUSE,3.1,3,1,1,,5.29E+04,0,0,0,0,5.05E+04,2.32E+05,0,1.00:0:0:0:0:0.95:4.38:0,1.32E+04,7.05E+04,1.00:5.33,54085,ERO1-like protein alpha OS=Mus musculus GN=Ero1l PE=1 SV=2
P81117|NUCB2_MOUSE,3.1,3,2,1,,8.60E+04,5.03E+04,0,0,0,8.50E+04,3.23E+05,1.37E+05,1.00:0.59:0:0:0:0.99:3.76:1.60,3.41E+04,1.36E+05,1.00:4.00,50305,Nucleobindin-2 OS=Mus musculus GN=Nucb2 PE=1 SV=2
Q68FD5|CLH_MOUSE,3.05,5,6,6,NEM_LysineArginine,5.72E+05,5.12E+05,6.57E+05,5.11E+05,5.18E+05,5.85E+05,1.02E+06,4.34E+05,1.12:1.00:1.29:1.00:1.01:1.14:1.99:0.85,5.62E+05,6.39E+05,1.00:1.14,191555,Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3
Q3V209|TMUB2_MOUSE,3.05,2,1,1,,9.43E+04,0,0,0,1.39E+05,1.49E+05,0,1.38E+05,1.00:0:0:0:1.48:1.58:0:1.46,2.36E+04,1.07E+05,1.00:4.53,33808,Transmembrane and ubiquitin-like domain-containing protein 2 OS=Mus musculus GN=Tmub2 PE=1 SV=1
P32261|ANT3_MOUSE,3.05,5,2,2,D5 N-ethylmaleimide on cysteines,1.30E+05,1.60E+05,0,1.31E+05,0,2.93E+05,4.82E+05,1.67E+05,1.00:1.22:0:1.00:0:2.24:3.68:1.28,1.05E+05,2.35E+05,1.00:2.24,52004,Antithrombin-III OS=Mus musculus GN=Serpinc1 PE=1 SV=1
P14430|HA18_MOUSE,3.04,3,1,1,,0,6.75E+04,1.02E+05,7.07E+04,0,1.30E+05,3.82E+05,1.07E+05,0:0.95:1.44:1.00:0:1.84:5.40:1.52,6.00E+04,1.55E+05,1.00:2.58,37411,H-2 class I histocompatibility antigen  Q8 alpha chain OS=Mus musculus GN=H2-Q8 PE=2 SV=1
Q8K4E0|ALMS1_MOUSE,3.02,0,1,1,,1.89E+05,2.77E+05,2.14E+05,2.32E+05,5.56E+05,2.29E+05,4.30E+05,4.93E+05,0.81:1.20:0.92:1.00:2.40:0.99:1.86:2.13,2.28E+05,4.27E+05,1.00:1.88,360240,Alstrom syndrome protein 1 homolog OS=Mus musculus GN=Alms1 PE=1 SV=1
P16015|CAH3_MOUSE,3.01,3,1,1,,2.20E+06,1.43E+06,1.82E+06,1.21E+06,9.76E+05,1.65E+06,3.78E+06,1.61E+06,1.82:1.18:1.50:1.00:0.81:1.36:3.12:1.33,1.66E+06,2.00E+06,1.00:1.20,29366,Carbonic anhydrase 3 OS=Mus musculus GN=Ca3 PE=1 SV=3
P14824|ANXA6_MOUSE,2.99,36,22,20,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.02E+06,3.36E+06,3.25E+06,3.19E+06,3.39E+06,3.44E+06,4.46E+06,3.37E+06,0.95:1.05:1.02:1.00:1.06:1.08:1.40:1.06,3.20E+06,3.67E+06,1.00:1.14,75886,Annexin A6 OS=Mus musculus GN=Anxa6 PE=1 SV=2
Q3TTY5|K22E_MOUSE,2.99,6,5,3,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.31E+05,2.64E+05,4.70E+05,2.60E+05,1.58E+05,1.94E+05,1.11E+05,6.16E+05,1.27:1.01:1.81:1.00:0.61:0.74:0.43:2.37,3.31E+05,2.70E+05,1.00:0.81,70923,Keratin  type II cytoskeletal 2 epidermal OS=Mus musculus GN=Krt2 PE=1 SV=1
Q02788|CO6A2_MOUSE,2.98,6,5,5,,3.19E+05,4.26E+05,4.12E+05,4.06E+05,5.15E+05,4.24E+05,6.42E+05,5.28E+05,0.79:1.05:1.02:1.00:1.27:1.04:1.58:1.30,3.89E+05,5.27E+05,1.00:1.36,110334,Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=2 SV=3
Q60847|COCA1_MOUSE,2.96,1,2,2,,9.97E+04,1.96E+05,1.45E+05,1.85E+05,1.70E+05,2.46E+05,2.83E+05,2.33E+05,0.54:1.06:0.78:1.00:0.92:1.32:1.53:1.26,1.54E+05,2.33E+05,1.00:1.52,340215,Collagen alpha-1(XII) chain OS=Mus musculus GN=Col12a1 PE=2 SV=3
P04919|B3AT_MOUSE,2.95,2,2,2,,1.95E+05,0,8.82E+04,0,1.17E+05,2.10E+05,0,0,1.00:0:0.45:0:0.60:1.07:0:0,7.09E+04,8.19E+04,1.00:1.15,103135,Band 3 anion transport protein OS=Mus musculus GN=Slc4a1 PE=1 SV=1
P51885|LUM_MOUSE,2.95,43,14,14,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.68E+07,1.60E+07,1.30E+07,1.81E+07,1.45E+07,1.62E+07,2.10E+07,1.76E+07,0.93:0.88:0.72:1.00:0.80:0.90:1.16:0.97,1.60E+07,1.73E+07,1.00:1.08,38265,Lumican OS=Mus musculus GN=Lum PE=1 SV=2
Q9DBF1|AL7A1_MOUSE,2.95,4,2,1,,8.57E+04,0,6.78E+04,0,8.93E+04,8.58E+04,1.17E+05,9.76E+04,1.00:0:0.79:0:1.04:1.00:1.36:1.14,3.84E+04,9.74E+04,1.00:2.54,58862,Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus GN=Aldh7a1 PE=1 SV=4
P63213|GBG2_MOUSE,2.95,23,1,1,,1.74E+06,1.55E+06,1.31E+06,1.66E+06,1.58E+06,1.58E+06,2.07E+06,2.20E+06,1.05:0.93:0.79:1.00:0.95:0.95:1.25:1.32,1.56E+06,1.85E+06,1.00:1.19,7850,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus GN=Gng2 PE=1 SV=2
P27601|GNA13_MOUSE,2.91,10,4,3,,1.06E+05,2.14E+05,2.11E+05,9.26E+04,1.90E+05,2.13E+05,3.51E+05,2.03E+05,1.14:2.32:2.27:1.00:2.06:2.30:3.79:2.19,1.56E+05,2.39E+05,1.00:1.54,44055,Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus GN=Gna13 PE=1 SV=1
Q8BZ98|DYN3_MOUSE,2.88,1,1,1,,9.04E+04,1.10E+05,0,1.24E+05,7.20E+04,0,0,0,0.73:0.88:0:1.00:0.58:0:0:0,8.11E+04,1.80E+04,1.00:0.22,97190,Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1
P58389|PTPA_MOUSE,2.85,4,1,1,,2.18E+05,3.51E+05,3.24E+05,0,3.36E+05,4.79E+05,7.31E+05,2.97E+05,1.00:1.61:1.49:0:1.54:2.20:3.36:1.36,2.23E+05,4.61E+05,1.00:2.06,36710,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ppp2r4 PE=1 SV=1
Q9CZ44|NSF1C_MOUSE,2.82,16,4,4,,5.77E+05,6.00E+05,5.63E+05,5.54E+05,5.38E+05,5.50E+05,8.64E+05,5.66E+05,1.04:1.08:1.02:1.00:0.97:0.99:1.56:1.02,5.74E+05,6.29E+05,1.00:1.10,40710,NSFL1 cofactor p47 OS=Mus musculus GN=Nsfl1c PE=1 SV=1
P16330|CN37_MOUSE,2.81,34,19,19,N-ethylmaleimide on cysteines; NEM_LysineArginine,4.96E+06,4.57E+06,5.34E+06,4.20E+06,4.85E+06,4.16E+06,3.35E+06,4.77E+06,1.18:1.09:1.27:1.00:1.16:0.99:0.80:1.14,4.77E+06,4.28E+06,1.00:0.90,47123,2' 3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus GN=Cnp PE=1 SV=3
P40240|CD9_MOUSE,2.79,20,5,5,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,5.61E+06,6.76E+06,4.97E+06,6.22E+06,7.17E+06,6.42E+06,5.37E+06,7.79E+06,0.90:1.09:0.80:1.00:1.15:1.03:0.86:1.25,5.89E+06,6.69E+06,1.00:1.13,25258,CD9 antigen OS=Mus musculus GN=Cd9 PE=1 SV=2
P50114|S100B_MOUSE,2.79,16,1,1,,5.93E+06,6.36E+06,4.47E+06,6.08E+06,4.97E+06,5.59E+06,8.36E+06,7.96E+06,0.97:1.05:0.73:1.00:0.82:0.92:1.37:1.31,5.71E+06,6.72E+06,1.00:1.18,10728,Protein S100-B OS=Mus musculus GN=S100b PE=2 SV=2
Q99KI0|ACON_MOUSE,2.79,9,6,6,,1.30E+06,1.07E+06,1.01E+06,9.19E+05,8.21E+05,1.05E+06,1.54E+06,1.08E+06,1.41:1.16:1.10:1.00:0.89:1.14:1.68:1.18,1.07E+06,1.12E+06,1.00:1.05,85464,Aconitate hydratase  mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1
Q9CZD3|SYG_MOUSE,2.77,4,2,2,,2.97E+05,3.45E+05,2.62E+05,3.43E+05,2.79E+05,3.41E+05,5.87E+05,3.87E+05,0.87:1.01:0.76:1.00:0.82:0.99:1.71:1.13,3.12E+05,3.99E+05,1.00:1.28,81878,Glycyl-tRNA synthetase OS=Mus musculus GN=Gars PE=1 SV=1
Q61329|ZFHX3_MOUSE,2.77,0,1,1,,2.87E+06,2.21E+06,1.55E+06,4.05E+06,1.46E+06,1.79E+06,2.79E+06,2.52E+06,0.71:0.55:0.38:1.00:0.36:0.44:0.69:0.62,2.67E+06,2.14E+06,1.00:0.80,406573,Zinc finger homeobox protein 3 OS=Mus musculus GN=Zfhx3 PE=1 SV=1
Q9R0P9|UCHL1_MOUSE,2.75,47,14,11,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.19E+07,1.27E+07,1.02E+07,1.34E+07,1.26E+07,1.30E+07,1.36E+07,1.56E+07,0.89:0.95:0.76:1.00:0.94:0.97:1.02:1.17,1.21E+07,1.37E+07,1.00:1.14,24838,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus GN=Uchl1 PE=1 SV=1
P46412|GPX3_MOUSE,2.68,17,5,4,NEM_LysineArginine,7.44E+05,2.92E+05,6.03E+05,6.10E+05,2.12E+05,2.41E+05,5.35E+05,2.54E+05,1.22:0.48:0.99:1.00:0.35:0.40:0.88:0.42,5.62E+05,3.10E+05,1.00:0.55,25424,Glutathione peroxidase 3 OS=Mus musculus GN=Gpx3 PE=2 SV=2
P20065|TYB4_MOUSE,2.68,38,2,1,NEM_LysineArginine,2.31E+05,9.03E+04,0,1.35E+05,0,1.14E+05,4.94E+05,2.86E+05,1.71:0.67:0:1.00:0:0.84:3.66:2.12,1.14E+05,2.23E+05,1.00:1.96,5679,Thymosin beta-4 OS=Mus musculus GN=Tmsb4x PE=1 SV=1
P84244|H33_MOUSE,2.66,23,4,4,NEM_LysineArginine,7.97E+05,1.44E+06,8.09E+05,1.98E+06,6.40E+05,9.26E+05,2.28E+06,7.19E+05,0.40:0.73:0.41:1.00:0.32:0.47:1.15:0.36,1.26E+06,1.18E+06,1.00:0.94,15328,Histone H3.3 OS=Mus musculus GN=H3f3a PE=1 SV=2
P10639|THIO_MOUSE,2.62,21,2,2,N-ethylmaleimide on cysteines,2.27E+04,5.71E+04,0,5.43E+04,0,0,2.68E+05,2.07E+05,0.42:1.05:0:1.00:0:0:4.94:3.81,3.35E+04,1.19E+05,1.00:3.54,11675,Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3
P19096|FAS_MOUSE,2.62,2,6,5,,3.57E+05,3.37E+05,5.80E+05,2.21E+05,2.69E+05,5.15E+05,4.51E+05,3.69E+05,1.62:1.53:2.63:1.00:1.22:2.33:2.04:1.67,3.74E+05,3.91E+05,1.00:1.05,272426,Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2
Q9D0F9|PGM1_MOUSE,2.59,10,5,4,NEM_LysineArginine,7.50E+04,1.46E+05,1.86E+05,1.55E+05,9.15E+04,1.43E+05,2.54E+05,1.36E+05,0.48:0.94:1.20:1.00:0.59:0.92:1.64:0.88,1.39E+05,1.56E+05,1.00:1.12,61517,Phosphoglucomutase-1 OS=Mus musculus GN=Pgm1 PE=1 SV=3
P02535|K1C10_MOUSE,2.59,8,5,3,,5.72E+05,3.36E+05,8.50E+05,3.80E+05,2.21E+05,2.35E+05,5.25E+05,1.02E+06,1.51:0.88:2.24:1.00:0.58:0.62:1.38:2.70,5.35E+05,4.99E+05,1.00:0.93,57770,Keratin  type I cytoskeletal 10 OS=Mus musculus GN=Krt10 PE=1 SV=3
O88487|DC1I2_MOUSE,2.58,6,2,2,,1.79E+05,2.63E+05,2.33E+05,2.21E+05,2.37E+05,3.03E+05,4.63E+05,1.86E+05,0.81:1.19:1.06:1.00:1.07:1.37:2.09:0.84,2.24E+05,3.13E+05,1.00:1.40,68394,Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus GN=Dync1i2 PE=2 SV=1
Q9QYC0|ADDA_MOUSE,2.56,8,7,6,NEM_LysineArginine,7.79E+05,7.91E+05,7.79E+05,8.34E+05,8.16E+05,9.74E+05,1.07E+06,7.28E+05,0.93:0.95:0.93:1.00:0.98:1.17:1.29:0.87,7.96E+05,8.98E+05,1.00:1.13,80647,Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2
Q9Z2Y8|PROSC_MOUSE,2.56,7,2,1,,3.12E+05,2.56E+05,3.83E+05,3.32E+05,2.19E+05,-,1.06E+06,5.52E+05,0.94:0.77:1.15:1.00:0.66:-:3.19:1.67,3.20E+05,6.10E+05,1.00:1.90,30049,Proline synthase co-transcribed bacterial homolog protein OS=Mus musculus GN=Prosc PE=1 SV=1
P51642|CNTF_MOUSE,2.56,13,2,2,NEM_LysineArginine,1.90E+05,2.02E+05,7.29E+04,1.31E+05,1.72E+05,4.46E+05,3.21E+05,2.78E+05,1.45:1.54:0.56:1.00:1.31:3.41:2.45:2.12,1.53E+05,3.04E+05,1.00:2.00,22587,Ciliary neurotrophic factor OS=Mus musculus GN=Cntf PE=2 SV=1
Q62261|SPTB2_MOUSE,2.55,37,75,69,N-ethylmaleimide on cysteines; NEM_LysineArginine,3.59E+06,3.79E+06,4.12E+06,3.76E+06,3.79E+06,3.91E+06,4.79E+06,4.02E+06,0.96:1.01:1.10:1.00:1.01:1.04:1.27:1.07,3.82E+06,4.13E+06,1.00:1.08,274221,Spectrin beta chain  brain 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2
Q64433|CH10_MOUSE,2.55,7,1,1,,7.95E+05,7.17E+05,6.06E+05,7.35E+05,4.18E+05,6.88E+05,1.59E+06,6.92E+05,1.08:0.98:0.83:1.00:0.57:0.94:2.16:0.94,7.13E+05,8.46E+05,1.00:1.19,10963,10 kDa heat shock protein  mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2
Q9WTX5|SKP1_MOUSE,2.54,19,3,2,NEM_LysineArginine,1.39E+06,9.91E+05,8.45E+05,9.52E+05,6.53E+05,1.06E+06,1.61E+06,1.52E+06,1.46:1.04:0.89:1.00:0.69:1.11:1.69:1.60,1.04E+06,1.21E+06,1.00:1.16,18672,S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3
P62715|PP2AB_MOUSE,2.53,18,4,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,2.35E+05,2.97E+05,2.77E+05,2.63E+05,1.73E+05,2.39E+05,4.17E+05,2.65E+05,0.89:1.13:1.05:1.00:0.66:0.91:1.59:1.01,2.68E+05,2.73E+05,1.00:1.02,35575,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus GN=Ppp2cb PE=1 SV=1
P34884|MIF_MOUSE,2.52,8,1,1,N-ethylmaleimide on cysteines,1.42E+05,0,0,1.06E+05,0,2.05E+05,3.45E+05,2.51E+05,1.34:0:0:1.00:0:1.94:3.26:2.37,6.19E+04,2.00E+05,1.00:3.24,12504,Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2
Q9D3D9|ATPD_MOUSE,2.51,22,4,4,NEM_LysineArginine,2.77E+06,2.24E+06,2.33E+06,3.40E+06,2.16E+06,2.16E+06,1.84E+06,1.85E+06,0.82:0.66:0.68:1.00:0.64:0.64:0.54:0.55,2.68E+06,2.00E+06,1.00:0.75,17600,ATP synthase subunit delta  mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1
Q99N28|CADM3_MOUSE,2.5,20,6,6,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.00E+06,2.90E+06,2.62E+06,2.92E+06,3.20E+06,3.15E+06,2.92E+06,3.45E+06,1.03:0.99:0.89:1.00:1.09:1.08:1.00:1.18,2.86E+06,3.18E+06,1.00:1.11,42964,Cell adhesion molecule 3 OS=Mus musculus GN=Cadm3 PE=1 SV=1
Q9WV69|DEMA_MOUSE,2.5,3,1,1,,3.42E+05,3.21E+05,2.54E+05,3.94E+05,3.08E+05,2.49E+05,1.91E+05,3.12E+05,0.87:0.81:0.65:1.00:0.78:0.63:0.48:0.79,3.28E+05,2.65E+05,1.00:0.81,45468,Dematin OS=Mus musculus GN=Epb49 PE=1 SV=1
P06801|MAOX_MOUSE,2.48,6,3,3,NEM_LysineArginine,7.73E+04,2.12E+05,2.49E+05,2.24E+05,1.82E+05,3.14E+05,4.11E+05,3.40E+05,0.35:0.95:1.11:1.00:0.81:1.40:1.84:1.52,1.91E+05,3.12E+05,1.00:1.64,63999,NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=1
Q61555|FBN2_MOUSE,2.48,1,2,1,D5 N-ethylmaleimide on cysteines,2.99E+05,3.24E+05,2.76E+05,3.12E+05,9.72E+04,1.42E+05,3.88E+05,1.90E+05,0.96:1.04:0.89:1.00:0.31:0.46:1.24:0.61,3.03E+05,2.04E+05,1.00:0.67,313629,Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=1
P62874|GBB1_MOUSE,2.45,17,7,3,N-ethylmaleimide on cysteines; NEM_LysineArginine,4.21E+05,4.70E+05,4.16E+05,3.93E+05,5.35E+05,2.85E+05,2.66E+05,4.23E+05,1.07:1.20:1.06:1.00:1.36:0.73:0.68:1.08,4.25E+05,3.77E+05,1.00:0.89,37377,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3
Q99K51|PLST_MOUSE,2.45,5,2,2,N-ethylmaleimide on cysteines; NEM_LysineArginine,1.14E+05,2.00E+05,1.64E+05,1.55E+05,2.33E+05,2.37E+05,2.31E+05,2.23E+05,0.73:1.29:1.06:1.00:1.50:1.52:1.49:1.43,1.58E+05,2.31E+05,1.00:1.46,70742,Plastin-3 OS=Mus musculus GN=Pls3 PE=1 SV=3
