Accession,Description,Entry Name,Gene names,Y1_OG  (Spec count),Y2_OG (Spec count),Y3_OG (Spec count),Y4_OG (Spec count),Y5_OG (Spec count),Y6_OG (Spec count),Y1_HP (Spec count),Y2_HP (Spec count),Y3_HP (Spec count),Y4_HP (Spec count),Y5_HP (Spec count),Y6_HP (Spec count),O1_OG (Spec count),O2_OG (Spec count),O3_OG (Spec count),O4_OG (Spec count),O5_OG (Spec count),O6_OG (Spec count),O1_HP (Spec count),O2_HP (Spec count),O3_HP (Spec count),O4_HP (Spec count),O5_HP (Spec count),O6_HP (Spec count),G_value OG,SAM (D) OG,OG_Fold Change (Old/Young),G_value HP,SAM (D) HP,HP_Fold Change (Old/Young),G-val OG_HP,SAM (D) OG_HP
Q61510,E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus GN=Trim25 PE=1 SV=2,TRI25_MOUSE,Trim25 Efp Zfp147 Znf147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q64318,Zinc finger E-box-binding homeobox 1 OS=Mus musculus GN=Zeb1 PE=1 SV=1,ZEB1_MOUSE,Zeb1 Tcf8 Zfhx1a Zfx1a Zfx1ha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q69Z99,Zinc finger protein 512 OS=Mus musculus GN=Znf512 PE=2 SV=2,ZN512_MOUSE,Znf512 Kiaa1805 Zfp512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q6DYE8,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Mus musculus GN=Enpp3 PE=1 SV=2,ENPP3_MOUSE,Enpp3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q6P4P1-2,Isoform 2 of Serine protease inhibitor A3A OS=Mus musculus GN=Serpina3a,SPA3A_MOUSE,Serpina3a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q6PIJ4,Nuclear factor related to kappa-B-binding protein OS=Mus musculus GN=Nfrkb PE=2 SV=1,NFRKB_MOUSE,Nfrkb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q6URW6,Isoform 3 of Myosin-14 OS=Mus musculus GN=Myh14,MYH14_MOUSE,Myh14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q7TMD7,Desmoglein-4 OS=Mus musculus GN=Dsg4 PE=1 SV=1,DSG4_MOUSE,Dsg4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q80TF4-2,Isoform 2 of Kelch-like protein 13 OS=Mus musculus GN=Klhl13,KLH13_MOUSE,Klhl13 Bklhd2 Kiaa1309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q80UQ2,Isoform 2 of Ras association domain-containing protein 6 OS=Mus musculus GN=Rassf6,RASF6_MOUSE,Rassf6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q80XJ2,E3 ubiquitin-protein ligase RNF168 OS=Mus musculus GN=Rnf168 PE=2 SV=3,RN168_MOUSE,Rnf168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q80ZX8,Sperm-associated antigen 1 OS=Mus musculus GN=Spag1 PE=2 SV=1,SPAG1_MOUSE,Spag1 Tpis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BGF8,Solute carrier family 35 member D3 OS=Mus musculus GN=Slc35d3 PE=2 SV=1,S35D3_MOUSE,Slc35d3 Frcl1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BGW6,Isoform 2 of Serine/threonine-protein kinase 32A OS=Mus musculus GN=Stk32a,ST32A_MOUSE,Stk32a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BH64,EH domain-containing protein 2 OS=Mus musculus GN=Ehd2 PE=1 SV=1,EHD2_MOUSE,Ehd2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BJG4,MOB kinase activator 3C OS=Mus musculus GN=Mob3c PE=2 SV=1,MOB3C_MOUSE,Mob3c Mobkl2c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BL97,Isoform 4 of Serine/arginine-rich splicing factor 7 OS=Mus musculus GN=Srsf7,SRSF7_MOUSE,Srsf7 Sfrs7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BPI1,Isoform 2 of Protein kintoun OS=Mus musculus GN=Dnaaf2,KTU_MOUSE,Dnaaf2 Ktu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BQR4,Isoform 2 of KAT8 regulatory NSL complex subunit 2 OS=Mus musculus GN=Kansl2,KANL2_MOUSE,Kansl2 Nsl2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BQS4,Protein FAM102B OS=Mus musculus GN=Fam102b PE=2 SV=2,F102B_MOUSE,Fam102b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BTI8,Isoform 3 of Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2,SRRM2_MOUSE,Srrm2 Kiaa0324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8BZ05,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Arap2 PE=1 SV=2",ARAP2_MOUSE,Arap2 Centd1 Gm148 Kiaa0580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8C0W1,Ankyrin repeat and MYND domain-containing protein 1 OS=Mus musculus GN=Ankmy1 PE=2 SV=1,ANMY1_MOUSE,Ankmy1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8C7U7,Polypeptide N-acetylgalactosaminyltransferase 6 OS=Mus musculus GN=Galnt6 PE=2 SV=1,GALT6_MOUSE,Galnt6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8C8Y5,Sterile alpha motif domain-containing protein 7 OS=Mus musculus GN=Samd7 PE=2 SV=3,SAMD7_MOUSE,Samd7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8CDM4,Coiled-coil domain-containing protein 73 OS=Mus musculus GN=Ccdc73 PE=2 SV=2,CCD73_MOUSE,Ccdc73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8CEL2,Uncharacterized protein C20orf26 homolog OS=Mus musculus PE=2 SV=2,CFA61_MOUSE,Cfap61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8CG73,Protein fantom OS=Mus musculus GN=Rpgrip1l PE=1 SV=2,FTM_MOUSE,Rpgrip1l Ftm Nphp8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8JZR0,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1,ACSL5_MOUSE,Acsl5 Facl5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8K394,Inactive phospholipase C-like protein 2 OS=Mus musculus GN=Plcl2 PE=1 SV=2,PLCL2_MOUSE,Plcl2 Kiaa1092 Plce2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8QZS1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus GN=Hibch PE=1 SV=1",HIBCH_MOUSE,Hibch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8R0F9,SEC14-like protein 4 OS=Mus musculus GN=Sec14l4 PE=2 SV=1,S14L4_MOUSE,Sec14l4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q8R326,Isoform 2 of Paraspeckle component 1 OS=Mus musculus GN=Pspc1,PSPC1_MOUSE,Pspc1 Psp1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q91YM2,Rho GTPase-activating protein 35 OS=Mus musculus GN=Arhgap35 PE=1 SV=3,RHG35_MOUSE,Arhgap35 Grlf1 Kiaa1722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus GN=Etfdh PE=1 SV=1",ETFD_MOUSE,Etfdh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q922L6,Negative elongation factor D OS=Mus musculus GN=Nelfcd PE=2 SV=2,NELFD_MOUSE,Nelfcd Nelfd Th1 Th1l,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q924X2,"Carnitine O-palmitoyltransferase 1, muscle isoform OS=Mus musculus GN=Cpt1b PE=2 SV=1",CPT1B_MOUSE,Cpt1b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q99J62,Replication factor C subunit 4 OS=Mus musculus GN=Rfc4 PE=1 SV=1,RFC4_MOUSE,Rfc4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q99KR8,Plasma alpha-L-fucosidase OS=Mus musculus GN=Fuca2 PE=2 SV=1,FUCO2_MOUSE,Fuca2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9CUN6,E3 ubiquitin-protein ligase SMURF1 OS=Mus musculus GN=Smurf1 PE=2 SV=2,SMUF1_MOUSE,Smurf1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9CXH7,Shugoshin-like 1 OS=Mus musculus GN=Sgol1 PE=2 SV=1,SGOL1_MOUSE,Sgol1 Sgo1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9CXV9,DCN1-like protein 5 OS=Mus musculus GN=Dcun1d5 PE=2 SV=1,DCNL5_MOUSE,Dcun1d5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9D061,Acyl-CoA-binding domain-containing protein 6 OS=Mus musculus GN=Acbd6 PE=2 SV=2,ACBD6_MOUSE,Acbd6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9D1P2,Histone acetyltransferase KAT8 OS=Mus musculus GN=Kat8 PE=1 SV=1,KAT8_MOUSE,Kat8 Mof Myst1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9DCM4,"Dynein light chain 4, axonemal OS=Mus musculus GN=Dnal4 PE=2 SV=2",DNAL4_MOUSE,Dnal4 Dnalc4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9EPK2,Isoform 3 of Protein XRP2 OS=Mus musculus GN=Rp2,XRP2_MOUSE,Rp2 Rp2h,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9JIF9,Myotilin OS=Mus musculus GN=Myot PE=1 SV=1,MYOTI_MOUSE,Myot Myo Ttid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9JIL2,C-C motif chemokine 28 OS=Mus musculus GN=Ccl28 PE=1 SV=1,CCL28_MOUSE,Ccl28 Scya28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9JIY0,Pleckstrin homology domain-containing family O member 1 OS=Mus musculus GN=Plekho1 PE=1 SV=1,PKHO1_MOUSE,Plekho1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9JKX4,Isoform 3 of Protein AATF OS=Mus musculus GN=Aatf,AATF_MOUSE,Aatf Che1 Trb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9QWW1,Isoform 2 of Homer protein homolog 2 OS=Mus musculus GN=Homer2,HOME2_MOUSE,Homer2 Vesl2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9R0G7,Zinc finger E-box-binding homeobox 2 OS=Mus musculus GN=Zeb2 PE=2 SV=2,ZEB2_MOUSE,Zeb2 Sip1 Zfhx1b Zfx1b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9R0N9,Synaptotagmin-9 OS=Mus musculus GN=Syt9 PE=1 SV=2,SYT9_MOUSE,Syt9 Syt5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9R1X4,Isoform 6 of Protein timeless homolog OS=Mus musculus GN=Timeless,TIM_MOUSE,Timeless Tim1 Timeless1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9Z110,Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus GN=Aldh18a1,P5CS_MOUSE,Aldh18a1 P5cs Pycs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
Q9Z188,Isoform 3 of Dual specificity tyrosine-phosphorylation-regulated kinase 1B OS=Mus musculus GN=Dyrk1b,DYR1B_MOUSE,Dyrk1b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.01284221,-0.503,0.000,0.007,-0.503
A2A6M5,Isoform 5 of Calcium-binding and coiled-coil domain-containing protein 2 OS=Mus musculus GN=Calcoco2,CACO2_MOUSE,Calcoco2 Ndp52 Ndp52l1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
A2AGH6,Isoform 2 of Mediator of RNA polymerase II transcription subunit 12 OS=Mus musculus GN=Med12,MED12_MOUSE,Med12 Kiaa0192 Mopa Tnrc11 Trap230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
A7XUY5,Isoform 2 of Selection and upkeep of intraepithelial T-cells protein 6 OS=Mus musculus GN=Skint6,SKIT5_MOUSE,Skint5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
B1AZP2,Isoform 3 of Disks large-associated protein 4 OS=Mus musculus GN=Dlgap4,DLGP4_MOUSE,Dlgap4 Kiaa0964 Sapap4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
B2RRE4,Zinc finger protein 518B OS=Mus musculus GN=Znf518b PE=2 SV=1,Z518B_MOUSE,Znf518b Kiaa1729 Zfp518b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
F6ZDS4,Nucleoprotein TPR OS=Mus musculus GN=Tpr PE=1 SV=1,TPR_MOUSE,Tpr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
G3X982,Aldehyde oxidase 3 OS=Mus musculus GN=Aox3 PE=1 SV=1,AOXC_MOUSE,Aox3 Aoh1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O08811,TFIIH basal transcription factor complex helicase XPD subunit OS=Mus musculus GN=Ercc2 PE=2 SV=2,ERCC2_MOUSE,Ercc2 Xpd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O35126,Atrophin-1 OS=Mus musculus GN=Atn1 PE=1 SV=1,ATN1_MOUSE,Atn1 Drpla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O35657,Sialidase-1 OS=Mus musculus GN=Neu1 PE=1 SV=1,NEUR1_MOUSE,Neu1 Neu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O35949,Elongation of very long chain fatty acids protein 3 OS=Mus musculus GN=Elovl3 PE=1 SV=1,ELOV3_MOUSE,Elovl3 Cig30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O35972,"39S ribosomal protein L23, mitochondrial OS=Mus musculus GN=Mrpl23 PE=2 SV=1",RM23_MOUSE,Mrpl23 L23mrp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O70291,G protein-coupled receptor kinase 4 OS=Mus musculus GN=Grk4 PE=2 SV=2,GRK4_MOUSE,Grk4 Gprk2l,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O88196,Isoform 6 of E3 ubiquitin-protein ligase TTC3 OS=Mus musculus GN=Ttc3,TTC3_MOUSE,Ttc3 Kiaa4119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
O88907,E3 SUMO-protein ligase PIAS1 OS=Mus musculus GN=Pias1 PE=1 SV=2,PIAS1_MOUSE,Pias1 Ddxbp1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P04925,Major prion protein OS=Mus musculus GN=Prnp PE=1 SV=2,PRIO_MOUSE,Prnp Prn-p Prp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P18872,Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus GN=Gnao1,GNAO_MOUSE,Gnao1 Gna0 Gnao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P23804,Isoform Mdm2-p76 of E3 ubiquitin-protein ligase Mdm2 OS=Mus musculus GN=Mdm2,MDM2_MOUSE,Mdm2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P32921,"Isoform 2 of Tryptophan--tRNA ligase, cytoplasmic OS=Mus musculus GN=Wars",SYWC_MOUSE,Wars Wrs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P35123,Ubiquitin carboxyl-terminal hydrolase 4 OS=Mus musculus GN=Usp4 PE=1 SV=3,UBP4_MOUSE,Usp4 Unp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P35329,Isoform 3 of B-cell receptor CD22 OS=Mus musculus GN=Cd22,CD22_MOUSE,Cd22 Lyb-8 Siglec2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P38647,"Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3",GRP75_MOUSE,Hspa9 Grp75 Hsp74 Hspa9a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P54276,DNA mismatch repair protein Msh6 OS=Mus musculus GN=Msh6 PE=1 SV=3,MSH6_MOUSE,Msh6 Gtmbp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P80317,T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3,TCPZ_MOUSE,Cct6a Cct6 Cctz Cctz1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P83093,Stromal interaction molecule 2 OS=Mus musculus GN=Stim2 PE=1 SV=2,STIM2_MOUSE,Stim2 Kiaa1482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P97789,Isoform 3 of 5'-3' exoribonuclease 1 OS=Mus musculus GN=Xrn1,XRN1_MOUSE,Xrn1 Dhm2 Exo Sep1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
P98200,Phospholipid-transporting ATPase IB OS=Mus musculus GN=Atp8a2 PE=1 SV=1,AT8A2_MOUSE,Atp8a2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.013572013,-0.500,0.000,0.007,-0.5
